mic_id,year,stdate,durration,events,involved,fatalmin,fatalmax,fatalmin_pc,fatalmax_pc,full_on_war,mean_democracy,min_democracy,mean_mil_power,min_mil_power,maxdiff_mil_power,mean_pop,total_pop,rivals_rate,major_powers_involved,total_trade,total_trade_pc,mean_dist,min_dist,total_alliances,mean_alliances,min_alliances,total_igos,mean_igos,min_igos
153,1833,1833-06-22,1,4,4,0,0,0,0,0,-0.7551965228488036,-1.5809166583852599,0.16315128475000001,1.7207149688216859e-6,0.30345377928503114,36735750,293886000,0.5,6,0,0,2426.355546236381,2101.576813540031,0,0,0,0,0,0
1753,1833,1833-07-27,67,1,2,0,0,0,0,0,0.21276781678902573,0.08278122683875674,0.06998862500000001,4.2130553359683795e-6,0.13856317694466405,17257500,34515000,0,1,0,0,8637.293073468982,8637.293073468982,0,0,0,0,0,0
301,1835,1835-11-01,1,1,2,0,0,0,0,0,0.42653536302605133,0.08278122683875674,0.0924665815,4.10141791942273e-6,0.13640905858208058,24131500,48263000,1,1,0,0,7298.086174927427,7298.086174927427,0,0,0,0,0,0
1554,1836,1836-04-04,381,8,2,0,0,0,0,0,0.4046218439462431,0.0389541886791404,0.030183658250000002,1.3990654629216821e-6,0.050951605934537084,11076000,22152000,1,0,0,0,2013.657229055435,2013.657229055435,0,0,0,0,0,0
1623,1836,1836-05-20,1,1,2,0,0,0,0,0,0.20051020263792174,0.05826599853654882,0.1504675284,1.1830882840891136e-5,0.2994987991171591,13516500,27033000,0,1,0,0,8506.07000848348,8506.07000848348,0,0,0,0,0,0
38,1838,1838-01-05,1,2,2,0,0,0,0,0,0.5732573292669081,0.3762251593204702,0.178594148,1.1732380713403335e-5,0.3039038576192866,21084000,42168000,1,1,0,0,7056.077425270245,7056.077425270245,0,0,0,0,0,0
1553,1838,1838-03-01,1,4,2,0,0,0,0,0,0.4046218439462431,0.0389541886791404,0.03146574205,1.404913178181818e-6,0.05327130108682182,11569500,23139000,1,0,0,0,2013.657229055435,2013.657229055435,0,0,0,0,0,0
2013,1838,1838-05-01,185,1,2,0,0,0,0,0,0.05074728508942572,-0.27473058914161874,0.1562096276,1.1732380713403335e-5,0.3039038576192866,15945500,31891000,0,1,0,0,9289.836963471982,9289.836963471982,0,0,0,0,0,0
15,1839,1839-02-01,60,8,2,0,0,0,0,0,0.5732573292669081,0.3762251593204702,0.180085462,1.1808480094660102e-5,0.3093585615199054,21441500,42883000,1,1,0,0,7056.077425270245,7056.077425270245,0,0,0,0,0,0
1556,1839,1839-03-01,1,1,2,0,0,0,0,0,0.4046218439462431,0.0389541886791404,0.03013941345,1.364172841105354e-6,0.05079918982715889,11816000,23632000,1,0,0,0,2013.657229055435,2013.657229055435,0,0,0,0,0,0
1540,1840,1840-12-05,1,1,2,0,0,0,0,0,0.09557981325469844,0.08278122683875674,0.01908774515,2.9492175075075076e-6,0.028351646782492492,8298500,16597000,0,0,0,0,503.46269369238416,503.46269369238416,0,0,0,1,1,1
2116,1842,1842-10-19,3,2,2,0,0,0,0,0,0.4108924252341976,0.008581798971034995,0.0290341587,1.2304904421052633e-6,0.04929984250955789,12735000,25470000,1,0,0,0,2013.657229055435,2013.657229055435,0,0,0,0,0,0
1507,1843,1843-09-21,1,1,2,0,0,0,0,0,-0.12244115113636007,-0.1722473826669784,0.0019323374300000001,4.287523714285715e-6,0.002996979076285714,891500,1783000,1,0,0,0,1133.6340273502094,1133.6340273502094,0,0,0,0,0,0
1552,1843,1843-10-20,1624,93,2,9601,14120,3.67151051625239e-4,5.39961759082218e-4,1,0.4108924252341976,0.008581798971034995,0.029886559200000003,1.2083474767134715e-6,0.051080266652523285,13075000,26150000,1,0,0,0,2013.657229055435,2013.657229055435,0,0,0,0,0,0
1498,1846,1846-11-07,1,3,3,0,0,0,0,0,0.05819566918882693,-0.07263491960574175,0.01444927232,1.9809550432276658e-6,0.027493675044956773,7678750,30715000,0,0,0,0,10116.172535899732,9520.394544612396,0,0,0,0,0,0
