mic_id,year,stdate,durration,events,involved,fatalmin,fatalmax,fatalmin_pc,fatalmax_pc,full_on_war,mean_democracy,min_democracy,mean_mil_power,min_mil_power,maxdiff_mil_power,mean_pop,total_pop,rivals_rate,major_powers_involved,total_trade,total_trade_pc,mean_dist,min_dist,total_alliances,mean_alliances,min_alliances,total_igos,mean_igos,min_igos
1771,1911,1911-07-18,2,1,2,0,0,0,0,0,0.6133297822427549,0.2386047914411573,0.07020315555000001,1.2934272384937237e-6,0.13731372657276153,33874500,67749000,0,1,54000000,0.7970597351990435,839.3589784832728,839.3589784832728,0,0,0,17,17,17
2047,1911,1911-02-25,1,1,2,0,0,0,0,0,0.1276186768832383,-0.05249263113203371,0.003128604925,8.536386138613861e-7,0.006034371361386138,3850000,7700000,0,0,4000000,0.5194805194805194,1041.2052862697938,1041.2052862697938,0,0,0,8,8,8
2126,1911,1911-01-27,2,1,2,1,25,1.8083182640144665e-7,4.5207956600361665e-6,0,0.17055679603205906,0.040791285007088264,7.944838200000001e-4,2.7500019512195123e-7,0.001127225799804878,2765000,5530000,1,0,0,0,1328.2833025229802,1328.2833025229802,0,0,0,7,7,7
2234,1911,1911-07-16,8,2,2,0,0,0,0,0,0.4780204659305422,0.011636617942335045,0.10843705484,3.7782467796610175e-7,0.21620498217532205,47816500,95633000,0,1,0,0,1419.929294838996,1419.929294838996,0,0,0,5,5,5
3139,1911,1911-04-01,231,4,2,0,0,0,0,0,0.36137286489559567,-0.16064813698653813,0.0362634006,2.7585588503649636e-7,0.07131717314411497,22002000,44004000,0,1,17000000,0.3863285155894919,1817.4254304729172,1817.4254304729172,0,0,0,1,1,1
3647,1911,1911-02-21,30,5,2,0,0,0,0,0,-0.1785343833502167,-0.32577197245898437,0.11676854,2.512263494959874e-7,0.1200890387736505,307738000,615476000,1,1,55000000,0.0893617297831272,6060.3299825218155,6060.3299825218155,0,0,0,4,4,4
21,1912,1912-11-01,21,4,3,0,0,0,0,0,0.001174362185677881,-0.32577197245898437,0.05331526205,6.208978374836173e-7,0.12401700910216253,68602500,274410000,1,3,71000000,0.25873692649684776,1039.1712206595364,493.1219420494168,0,0,0,33,16.5,10
1095,1912,1912-01-01,1,1,2,0,0,0,0,0,0.2003503732227683,-0.0054541891749797485,0.0033020687000000003,8.495912851405623e-7,0.00634559730871486,4055000,8110000,0,0,3000000,0.36991368680641185,1041.2052862697938,1041.2052862697938,0,0,0,8,8,8
1207,1912,1912-04-02,102,1,2,0,0,0,0,0,0.012498411742389554,0.0015499619816818795,5.5747979e-4,2.0727436363636365e-7,9.551510456363636e-4,1295000,2590000,0,0,0,0,253.182814740924,253.182814740924,0,0,0,5,5,5
1250,1912,1912-09-03,205,35,4,52310,67450,5.991501254194967e-4,7.725611921151797e-4,1,0.08678893814673845,-0.6989975404664821,0.009044018033333334,6.152231517509727e-7,0.01581061977684825,14551166.666666666,87307000,1,0,9000000,0.10308451785080235,942.0599631523718,818.4794072846165,0,0,0,22,7.333333333333333,7
3254,1912,1912-08-01,244,4,2,0,0,0,0,0,-0.04133354467213489,-0.32577197245898437,0.1188302,2.5092908180388973e-7,0.1240173790709182,310394000,620788000,1,1,53000000,0.08537536163714504,6060.3299825218155,6060.3299825218155,0,0,0,4,4,4
3,1913,1913-10-07,1,1,2,0,0,0,0,0,0.17972182947024387,-0.09052480405109492,0.023252002299999998,5.914947052947052e-7,0.04472715450529471,27584500,55169000,1,1,0,0,493.1219420494168,493.1219420494168,0,0,0,10,10,10
136,1913,1913-08-04,441,10,2,324,344,2.877570051956126e-6,3.055197832941072e-6,0,0.47644446228696125,0.04980014670859523,0.11262863575,3.478179245283019e-7,0.21991096218207548,56297500,112595000,0,1,127000000,1.1279364092544073,2013.657229055435,2013.657229055435,0,0,0,13,13,13
1196,1913,1913-12-24,1,1,2,0,0,0,0,0,-0.03210906530581683,-0.04137067354335813,6.94903315e-4,2.271179190751445e-7,0.0011785148820809249,2880000,5760000,0,0,0,0,1579.6253164628733,1579.6253164628733,0,0,0,6,6,6
1251,1913,1913-04-18,115,22,5,27562,37515,6.792350534772537e-4,9.245157474493567e-4,1,-0.09056924148927539,-0.5681165600962633,0.012316125833333334,8.240469270076414e-7,0.01757692095307299,6763000,40578000,1,0,3000000,0.0739316871211001,569.2840083210917,327.6959495643609,2,0.6666666666666666,0,24,8,7
69,1914,1914-05-25,920,22,2,11,11,1.1009798720861567e-7,1.1009798720861567e-7,0,0.47299979628805733,0.04291081471078735,0.10326182646,1.9950364999999999e-7,0.20636385049635,49955500,99911000,0,1,0,0,1599.7899779865204,1599.7899779865204,0,0,0,6,6,6
100,1914,1914-12-17,224,6,2,0,0,0,0,0,0.4629901667049149,0.02289155554450255,0.10347179062499999,3.0341950261780105e-7,0.2063637465804974,50510500,101021000,0,1,0,0,1419.929294838996,1419.929294838996,0,0,0,5,5,5
257,1914,1914-07-23,1565,6497,23,8961448,10713306,0.0029177933845818235,0.003488187776551374,1,0.03369901638684253,-1.0505676284251912,0.06295960275,2.4035176237623763e-07,0.29487123964823764,42657083.33333333,3071310000,0.4166666666666667,42,13000000,0.004232721542273493,2112.625466659659,296.18237206871686,4,0.1111111111111111,0,517,14.36111111111111,6
320,1914,1914-08-25,250,9,5,0,0,0,0,0,-0.015232150438486233,-1.0505676284251912,0.0534675991,4.856445471150747e-7,0.15820055435545288,41194666.666666664,247168000,0.6666666666666666,5,0,0,1224.8772686042253,766.3098230013538,2,0.6666666666666666,0,57,19,8
394,1914,1914-06-22,368,5,2,0,0,0,0,0,0.09377237783926164,-0.047402410554105635,0.012929316074999999,2.5367009668508284e-7,0.025674721329903314,18307000,36614000,0,1,0,0,608.9151710376439,608.9151710376439,0,0,0,0,0,0
1773,1914,1914-08-08,451,13,2,14,28,1.897790429713976e-7,3.795580859427952e-7,0,0.3996417862912043,0.23663103875469887,0.08052263655,2.333692875055318e-6,0.15819870630712493,36885000,73770000,0,1,0,0,2314.680599322813,2314.680599322813,0,0,0,18,18,18
3343,1914,1914-08-01,1,1,2,0,0,0,0,0,0.00324416549606793,-0.6990076605352362,0.0022963540500000003,4.90657030927835e-7,0.0023791959429690724,4727000,9454000,1,0,0,0,525.8796102790269,525.8796102790269,0,0,0,9,9,9
3344,1914,1914-08-17,1,1,2,0,0,0,0,0,0.3615990899345302,0.01770218834168832,0.00718071925,6.559620410367171e-7,0.012147761037958962,11562000,23124000,1,0,0,0,818.4794072846165,818.4794072846165,0,0,0,7,7,7
324,1915,1915-04-17,803,121,4,206,500,2.5116131628037406e-6,6.096148453407138e-6,0,0.04901753309729785,-0.6990099029975309,0.038909493525000005,2.5908161224489796e-7,0.15111245091838776,20504750,82019000,0.5,1,0,0,1165.5325237956408,525.8796102790269,0,0,0,23,11.5,11
397,1915,1915-04-01,184,6,4,0,0,0,0,0,-0.1283957418153093,-0.6990099029975309,0.039098911216666664,2.5908161224489796e-7,0.15022411091838775,16076000,96456000,0.3333333333333333,2,0,0,1367.9207310133577,327.6959495643609,0,0,0,36,12,11
1131,1915,1915-11-01,1,5,2,0,0,0,0,0,-0.044447680130531006,-0.10659754860275034,0.0061291411,4.856445471150747e-7,0.009039301955452885,14787000,29574000,1,0,0,0,1693.3767682180767,1693.3767682180767,0,0,0,6,6,6
1774,1915,1915-04-14,1277,179,2,0,0,0,0,0,0.40840945515590255,0.23663103875469887,0.0779339703,8.355703039887542e-7,0.15111187442969604,36787000,73574000,0,1,0,0,811.7126943044648,811.7126943044648,0,0,0,21,21,21
1775,1915,1915-06-02,1,1,2,0,0,0,0,0,0.38701146134381276,-0.12906585517770172,0.11331788305,3.109380659700881e-7,0.22208238906193403,57594500,115189000,0,1,0,0,2013.657229055435,2013.657229055435,0,0,0,13,13,13
3348,1915,1915-12-01,153,1,2,0,0,0,0,0,-0.5509545567700149,-1.0505676284251912,0.03127417149,1.6876323809523809e-7,0.06242413323676191,26880000,53760000,0,1,0,0,898.834904556004,898.834904556004,0,0,0,0,0,0
3352,1915,1915-08-21,1,2,2,0,0,0,0,0,-0.34065385732792125,-0.6990099029975309,0.00515464375,4.856445471150747e-7,0.009039301955452885,11757000,23514000,1,0,0,0,854.2764651198873,854.2764651198873,1,1,1,8,8,8
321,1916,1916-03-15,227,18,2,52,88,4.483106447914062e-7,7.586795527239183e-7,0,0.41952589657635,-0.13526821304450887,0.11918175454999999,3.8684883107626515e-7,0.2329356331511689,57995500,115991000,0,1,0,0,2013.657229055435,2013.657229055435,0,0,0,14,14,14
323,1916,1916-06-06,373,10,3,35,70,4.0781133482475764e-7,8.156226696495153e-7,0,0.5422067603675897,0.2811490096803313,0.060600707999999996,3.6517217184801383e-7,0.15320711482782817,21456000,85824000,0,2,0,0,2246.3113419073197,2098.2906183119094,0,0,0,25,12.5,11
395,1916,1916-02-23,16,1,2,0,0,0,0,0,0.3996417862912043,0.23663103875469887,0.07639439075,2.2169051170346307e-6,0.15011551309488297,36857500,73715000,0,1,0,0,2314.680599322813,2314.680599322813,0,0,0,16,16,16
2205,1916,1916-08-13,1,1,2,2,50,3.908784602515694e-9,9.771961506289234e-8,0,-0.03810800378198928,-0.18179126760652461,0.0552963875,5.068344549125169e-7,0.08347865216554508,255834000,511668000,1,1,204000000,0.39869602945660076,2102.144386564865,2102.144386564865,0,0,0,5,5,5
2648,1916,1916-01-11,181,1,2,0,0,0,0,0,0.5539704244943584,0.2811490096803313,0.04375193725,3.6517217184801383e-7,0.08581203182782815,18741000,37482000,0,1,0,0,2098.2906183119094,2098.2906183119094,0,0,0,14,14,14
1142,1917,1917-12-01,19,2,2,0,0,0,0,0,-0.017144607304826254,-0.18179126760652461,0.10999104000000001,2.236505311173159e-7,0.11721376634946888,322051500,644103000,1,1,0,0,6060.3299825218155,6060.3299825218155,0,0,0,5,5,5
1175,1917,1917-02-19,181,1,2,0,0,0,0,0,-0.19812736460415192,-0.789593316000293,1.707587325e-4,1.5863723015873014e-7,2.4141737276984126e-4,930000,1860000,1,0,0,0,361.9555553274218,361.9555553274218,0,0,0,7,7,7
1660,1917,1917-02-01,1,10,2,0,0,0,0,0,0.804507755559491,0.779737182801311,0.07707377594999999,7.359044644402147e-7,0.14989402409553554,24529500,49059000,0,1,0,0,1434.2772187161665,1434.2772187161665,0,0,0,18,18,18
197,1918,1918-01-01,1625,67,9,6658,9220,5.172141902195403e-6,7.162383349090059e-6,1,0.3105259752057773,9.314112964434976e-4,0.06308942263571429,2.60696591146741e-7,0.29487121930340887,91948642.85714285,1287281000,0.2857142857142857,5,23000000,0.017867116814432902,3810.699050794767,1748.6612117466232,0,0,0,89,12.714285714285714,10
1182,1918,1918-10-01,1,1,2,0,0,0,0,0,0.12798893919640927,-0.005756116261465954,2.25407035e-4,1.886040579710145e-7,3.20488665942029e-4,1395000,2790000,1,0,0,0,1047.9661463697032,1047.9661463697032,0,0,0,8,8,8
1262,1918,1918-09-15,181,2,3,0,0,0,0,0,0.23976400882783433,-0.05134148511483859,0.030490156225000002,1.6406673151750975e-7,0.08841110793326848,17663000,70652000,0,2,0,0,1125.8561833448432,608.9151710376439,0,0,0,0,0,0
1477,1918,1918-03-02,1,1,2,0,0,0,0,0,0.6120195487817328,0.3947607692457947,0.08845140380000001,7.702650120648053e-7,0.17243295973498796,36306500,72613000,0,1,0,0,811.7126943044648,811.7126943044648,0,0,0,20,20,20
1723,1918,1918-08-27,553,16,2,236,413,1.6154314776406487e-6,2.827005085871135e-6,0,0.5464178665476767,0.13231505177274427,0.019183983459999998,3.6767925785687237e-7,0.03739655832074214,73045500,146091000,0,0,0,0,299.60630073782875,299.60630073782875,0,0,0,3,3,3
2184,1918,1918-03-28,14,4,2,1,25,8.531840829977476e-9,2.132960207494369e-7,0,0.5720096792001521,0.17454599035466942,0.14936846195,2.761031357142857e-7,0.29487120389686433,58604000,117208000,0,1,0,0,2013.657229055435,2013.657229055435,0,0,0,15,15,15
2603,1918,1918-12-12,568,38,4,863,1590,2.7669036008220557e-6,5.097771408235305e-6,1,0.34214360052209125,0.13231505177274427,0.03003604366,4.432586159631674e-7,0.06305974374138404,77975250,311901000,0.5,0,0,0,915.7747563076165,679.460237629442,0,0,0,10,5,3
2604,1918,1918-12-01,428,32,9,2185,4405,2.1123683274296586e-6,4.258573218456588e-6,1,0.5283496326683704,-1.0655463909727136,0.06026181876125,4.432586159631674e-7,0.11094113674138403,64649000,1034384000,0.5,3,107000000,0.10344320871165834,1182.0207846307412,491.22618238546323,0,0,0,88,11,2
2605,1918,1918-11-22,404,24,5,10477,14550,2.1986762193765557e-5,3.0534255027134565e-5,1,0.4381260933107002,0.02954128433503596,0.047103531776666666,2.60696591146741e-7,0.14279690930340885,79419000,476514000,0.3333333333333333,1,0,0,1104.2484783402626,317.8328259950002,0,0,0,17,5.666666666666667,2
3134,1918,1918-11-01,1066,13,2,3801,5720,7.347625215054803e-5,1.1057199744833852e-4,1,-0.010686259500139905,-0.8481643583086654,0.0475286343,3.516214274377017e-7,0.08841092037857257,25865500,51731000,0,1,0,0,2600.459768580077,2600.459768580077,0,0,0,9,9,9
230,1919,1919-03-09,258,3,2,0,0,0,0,0,-0.18208622925033138,-0.6475269117657557,0.02538584475,3.0575456651050166e-7,0.04496296424543349,27533500,55067000,1,1,0,0,1723.7380018680296,1723.7380018680296,0,0,0,9,9,9
1219,1919,1919-01-01,637,26,3,34486,47580,9.781347764551053e-5,1.349523072079508e-4,1,0.5352659952664308,0.13231505177274427,0.07816944525,4.432586159631674e-7,0.12763548674138406,88142250,352569000,1,1,191000000,0.5417379293131274,1827.742628542776,1152.089274985791,0,0,0,18,9,7
1265,1919,1919-03-20,152,21,6,9200,12200,7.011714135463269e-5,9.298142657896944e-5,1,0.07299871431435086,-0.4965036310603635,0.02564533425,4.79568578680203e-7,0.11094110043142132,16401125,131209000,0.25,2,0,0,945.321066478032,441.3061048476744,0,0,0,44,11,10
1270,1919,1919-05-04,1227,20,2,36247,44847,0.001531283004520299,0.0018945967639727938,1,-0.18247537274500428,-0.6475269117657557,0.0042944257,3.0575456651050166e-7,0.005808113745433489,11835500,23671000,1,0,31000000,1.3096193654682946,818.4794072846165,818.4794072846165,0,0,0,7,7,7
1272,1919,1919-04-26,584,37,3,610,890,2.0366598778004072e-5,2.9715201495776433e-5,1,0.7053313731843618,0.17041697471407521,0.0057426963,6.794423283000487e-7,0.0187803345576717,7487750,29951000,0.5,0,2000000,0.06677573369837402,290.9389394105786,228.67934658368407,0,0,0,4,2,2
2185,1919,1919-06-15,228,7,2,0,0,0,0,0,0.5720096792001521,0.17454599035466942,0.19363818710000003,4.2353598586572436e-7,0.3812829164640142,59332000,118664000,0,1,0,0,2013.657229055435,2013.657229055435,0,0,0,15,15,15
2700,1919,1919-10-25,1,4,2,0,0,0,0,0,-0.022904152810868814,-0.1781233573944819,0.0832991735,2.2402322924600153e-7,0.10353793597677076,302220500,604441000,1,0,0,0,5799.33495771668,5799.33495771668,0,0,0,5,5,5
3340,1919,1919-03-14,1,1,2,0,0,0,0,0,0.7929797548417028,0.6043477875854049,0.044819633,1.221100847417206e-6,0.07680235889915257,41958500,83917000,0,0,1000000,0.011916536577809025,1870.1812706717046,1870.1812706717046,0,0,0,16,16,16
211,1920,1920-03-29,110,5,3,0,0,0,0,0,0.9713174008720444,0.9252307936103765,0.053332206,1.1673984017894771e-6,0.0720203096015982,42448500,169794000,0.5,1,339000000,1.9965369801053041,763.6536803191095,649.9555176842799,0,0,0,46,23,23
327,1920,1920-03-14,183,4,4,0,0,0,0,0,0.03955354303749503,-0.6475269117657557,0.03946641188333333,4.154316254276394e-7,0.12763551456837458,26591500,159549000,0.3333333333333333,3,247000000,1.5481137456204677,2387.073136771772,1723.7380018680296,0,0,0,26,8.666666666666666,8
1133,1920,1920-05-18,181,8,4,0,0,0,0,0,0.285106695696308,-0.10659754860275034,0.08438996647500001,3.098184608619173e-7,0.12763562018153915,84298000,337192000,0.5,1,194000000,0.575339865714489,2484.6855478428934,2465.9751135860256,0,0,0,17,8.5,6
1184,1920,1920-06-17,1,3,2,0,0,0,0,0,-0.19397709612043165,-0.7753135595155575,0.00180738105,6.44012506596306e-7,0.0024401633874934037,4310000,8620000,1,0,17000000,1.9721577726218098,2466.6223888303693,2466.6223888303693,0,0,0,18,18,18
1234,1920,1920-12-24,190,6,3,0,0,0,0,0,0.6928740682084421,0.13231505177274427,0.0634837593575,7.856025255562237e-7,0.14851330439747443,69830750,279323000,0,0,3000000,0.010740254114412347,855.6943633558799,842.6755232909512,0,0,0,7,3.5,3
1778,1920,1920-06-04,19,7,2,352,750,9.471276738867214e-6,2.0180277142472755e-5,0,0.18477030296171057,0.09726363385405394,0.017763587295,2.5657306918238995e-7,0.03532294242693082,18582500,37165000,0,1,1000000,0.026907036189963675,608.9151710376439,608.9151710376439,0,0,0,2,2,2
2040,1920,1920-02-01,1,1,2,0,0,0,0,0,0.19889389653282677,0.009671525377137212,1.4225828e-4,1.8576985893416928e-7,1.6580962014106586e-4,679000,1358000,1,0,0,0,240.32189110220574,240.32189110220574,0,0,0,12,12,12
127,1921,1921-03-03,70,5,4,0,0,0,0,0,0.9819817917833875,0.9252307936103765,0.0728084715,1.4828537288108463e-6,0.09818709614627119,46884833.333333336,281309000,0.3333333333333333,2,599000000,2.1293310914332637,819.6033370588207,649.9555176842799,0,0,0,70,23.333333333333332,22
158,1921,1921-02-27,170,12,3,38,115,3.45869588961299e-7,1.0467105981723523e-6,0,0.580973782649222,0.1831710729249845,0.0633639038445,1.5673919555555555e-7,0.25322934326080443,27467000,109868000,0.5,1,10000000,0.09101831288455237,1319.8913506796105,510.4500549291902,0,0,0,18,9,9
1233,1921,1921-08-28,1,2,2,2,20,1.3761783527145118e-7,1.3761783527145118e-6,0,0.7225864270433863,0.2246072137479417,0.0056226214,5.829879187943703e-7,0.006563849812081205,7266500,14533000,0,0,62000000,4.266152893414986,214.3870986184914,214.3870986184914,0,0,0,11,11,11
1235,1921,1921-08-06,1,2,2,50,150,3.885909691458771e-6,1.1657729074376311e-5,0,0.1710617263842025,0.1240195260959202,0.002912810625,4.670533709262791e-7,0.005631729546629074,6433500,12867000,0,0,0,0,388.2538483763654,388.2538483763654,0,0,0,2,2,2
1273,1921,1921-03-15,82,7,2,40,100,4.4631400421766735e-7,1.1157850105441683e-6,0,0.9580403626284688,0.9145146702305642,0.05685319,7.759874401473297e-7,0.09263754501255984,44811500,89623000,1,0,0,0,518.4420104333972,518.4420104333972,0,0,0,13,13,13
1665,1921,1921-01-06,1,1,2,0,0,0,0,0,0.8196820033780307,0.45338267972993235,0.12749220854999999,5.697782792207793e-7,0.25322893022172077,55809000,111618000,0,1,418000000,3.744915694601229,544.703066487567,544.703066487567,0,0,0,14,14,14
1666,1921,1921-05-01,1,1,2,0,0,0,0,0,0.47010950343145147,-0.2457623201632261,0.126724451025,1.8437147058823528e-7,0.2532293156285294,54864000,109728000,0,1,9000000,0.08202099737532809,1770.7389535626278,1770.7389535626278,0,0,0,11,11,11
2129,1921,1921-04-01,1,1,2,0,0,0,0,0,0.14128448119883455,0.02083496774338462,3.4631571e-4,2.0615344444444444e-7,5.439947865555556e-4,1440000,2880000,1,0,0,0,1047.9661463697032,1047.9661463697032,0,0,0,10,10,10
3257,1921,1921-07-06,123,1,2,0,0,0,0,0,-0.037676063201776785,-0.20766717817629785,0.13868422,2.77187198836649e-7,0.14851381281280115,300870000,601740000,1,0,7000000,0.011632931166284442,5799.33495771668,5799.33495771668,0,0,0,5,5,5
3259,1921,1921-03-01,185,1,2,0,0,0,0,0,-0.037676063201776785,-0.20766717817629785,0.13868422,2.77187198836649e-7,0.14851381281280115,300870000,601740000,1,0,7000000,0.011632931166284442,5799.33495771668,5799.33495771668,0,0,0,5,5,5
