mic_id,micname,year,stdate,enddate,days_duration,militarized_events,total_involved,fatalmin1,fatalmin2,fatalmax1,fatalmax2,fatalmin_ratio,fatalmax_ratio,mean_polity21,mean_v2x_polyarchy1,mean_xm_qudsest1,mean_polity22,mean_v2x_polyarchy2,mean_xm_qudsest2,polity2_ratio,v2x_polyarchy_ratio,xm_qudsest_ratio
1312,The Second Kashmir War of 1965,1964,1964-02-21,1965-09-22,580,74,2,1040,1585,1703,2521,0.6561514195583596,0.6755255850852836,9.549999999999999,7.58296943231441,6.239921666975654,5.95,2.267467248908297,4.634232405890639,1.6050420168067225,3.344246509388541,1.3464844057117205
1035,The Six Day War of 1967,1966,1966-08-15,1970-04-10,1279,230,7,4894,445,11930,1081,10.997752808988764,11.036077705827937,3.7899999999999996,3.3089519650655017,4.005335635254567,8.11,6.0246724890829695,5.815747313028993,0.46732429099876693,0.549233501250317,0.6887052376366888
1480,The War of Attrition of 1969–1970,1967,1967-07-01,1970-07-30,1126,76,5,778,300,1284,858,2.5933333333333333,1.4965034965034965,2.1249999999999996,2.2158842794759823,3.2276742852572378,9.549999999999999,7.501910480349345,6.696189288722801,0.2225130890052356,0.2953759959253465,0.4820165837744514
1206,The Football War of 1969,1969,1969-07-03,1969-07-18,16,35,2,855,58,1110,144,14.741379310344827,7.708333333333333,5.05,2.4050218340611353,4.515348304280851,5.5,2.8275109170305677,4.697327098453849,0.9181818181818181,0.8505791505791506,0.9612590755638675
1046,The Yom Kippur War of 1973,1971,1971-10-14,1973-10-22,740,70,7,6015,2085,10305,3310,2.884892086330935,3.1132930513595167,3.4299999999999997,3.391484716157205,3.8456541318070796,7.839999999999999,6.500218340611353,5.767332029132386,0.4375,0.5217493533976018,0.66679950319864
1447,The War for Bangladesh of 1971,1971,1971-03-25,1971-12-16,267,41,2,2910,5536,3733,7621,0.525650289017341,0.4898307308752132,9.549999999999999,7.003275109170305,6.391826233191205,5.5,2.670305676855895,4.4993214326129785,1.736363636363636,2.6226492232215866,1.4206200488057052
1293,The Turco-Cypriot War of 1974,1974,1974-07-17,1974-08-16,31,19,3,350,370,845,715,0.9459459459459459,1.1818181818181819,7.975,4.158842794759826,5.583843570766991,9.549999999999999,6.826419213973798,6.404228397266401,0.8350785340314136,0.6092275707660325,0.8718995052004102
1441,The War over Angola of 1975–1976,1975,1975-10-01,1988-03-01,4536,136,7,664,178,2775,1728,3.730337078651685,1.6059027777777777,2.0799999999999996,1.847434497816594,3.1584344048160538,5.14,2.3775109170305675,3.994413246976209,0.40466926070038906,0.7770456423914043,0.7907129807380356
1435,The Vietnamese-Cambodian Border War of 1977–1979,1977,1977-05-08,1979-01-07,610,28,2,3380,975,6725,5350,3.466666666666667,1.2570093457943925,2.3499999999999996,2.2183406113537116,3.4050139610680112,2.3499999999999996,2.424672489082969,3.369994472422063,1,0.9149031967582172,1.0103915567021031
2069,The Second Ogaden War Phase 2 of 1977–1978,1977,1977-02-22,1978-11-03,620,32,5,1877,3577,4375,6275,0.5247414034106793,0.6972111553784861,2.3499999999999996,1.8024017467248907,3.3002909346588494,2.3499999999999996,1.677947598253275,3.238675722573743,1,1.074170461938842,1.0190248167347058
2141,The Ugandan-Tanzanian War of 1978–1979,1978,1978-10-01,1979-05-27,239,37,5,417,383,984,786,1.0887728459530026,1.251908396946565,2.4999999999999996,2.283842794759825,3.3406403080622105,2.3499999999999996,2.478711790393013,3.3542039044930827,1.0638297872340425,0.9213829552961902,0.995956239746575
3007,The Sino-Vietnamese Punitive War of 1979,1978,1978-02-01,1979-03-05,398,45,4,4568,3080,12825,11552,1.483116883116883,1.1101973684210527,2.3499999999999996,1.8646288209606985,3.3444552995148804,2.3499999999999996,2.1446506550218336,3.3278202509433643,1,0.869432425553576,1.0049987821808586
2115,The Iran-Iraq War of 1980–1988,1979,1979-06-01,1988-06-21,3309,94,2,234099,135147,375741,239786,1.7321805145508224,1.566984728049177,5.5,2.336244541484716,3.4551804885211816,1.45,1.4028384279475983,2.5392291230139703,3.793103448275862,1.6653696498054473,1.3607202505695946
3444,The War over Lebanon of 1982,1982,1982-04-19,1985-03-07,1053,52,3,340,253,1087,646,1.3438735177865613,1.6826625386996905,3.475,3.3826419213973793,3.749156860467494,8.2,8.349344978165938,6.663467914901011,0.4237804878048781,0.4051385983263598,0.5626434925999324
3630,The Falklands War of 1982,1982,1982-03-31,1982-06-14,76,33,2,190,166,274,220,1.144578313253012,1.2454545454545454,1.9,1.6681222707423582,3.1221378290604482,10,8.781659388646288,7.442221344602512,0.19,0.18995524614619594,0.4195169270697365
3622,The Battle of Laoshan and Sino-Vietnames Border Conflict (1984-1985),1984,1984-01-18,1986-02-05,750,99,2,2809,3312,7588,11490,0.8481280193236715,0.6604003481288077,2.3499999999999996,1.9039301310043668,3.31899957496284,2.3499999999999996,2.424672489082969,3.390612760284827,1,0.7852318775326431,0.9788789843060782
3635,The War over the Aouzou Strip of 1986–1987,1986,1986-02-10,1987-09-06,574,38,3,961,4847,2643,7214,0.19826696925933568,0.3663709453839756,5.949999999999999,5.4950873362445405,5.203084215358164,2.3499999999999996,1.6288209606986899,3.2646765515861227,2.5319148936170213,3.373659517426273,1.5937518259903198
3957,The Gulf War of 1990–1991,1990,1990-06-26,1991-09-24,428,51,11,2302,7424,8145,38502,0.31007543103448276,0.2115474520804114,5.2,5.103711790393013,4.853182522938993,1.61875,1.8286026200873362,2.8809112209390677,3.2123552123552126,2.791044776119403,1.6845998195518985
3557,The War of Bosnian Independence of 1992,1992,1992-04-06,1993-01-25,295,13,4,1057,330,2371,1685,3.203030303030303,1.4071216617210682,3.7,3.397379912663755,4.754785348885164,4.375,3.2598253275109172,4.582246036807431,0.8457142857142858,1.0421969189551237,1.0376538733825706
