County Name,Precinct Name,Precinct Code,Region Name,Media Market,Registered Voters,Ballots Counted,Official Voter Turnout
Clinton,ADAMS B,ACD,Southwest,Cincinnati,820,359,43.78%
Clinton,UNION NORTH B,ACE,Southwest,Cincinnati,620,281,45.32%
Clinton,UNION SOUTH B,ACF,Southwest,Cincinnati,614,285,46.42%
Clinton,WILMINGTON 3-C,ACG,Southwest,Cincinnati,583,228,39.11%
Columbiana,PRECINCT E LIVERPOOL 1-A,AAA,Northeast,Youngstown,628,134,21.34%
Columbiana,PRECINCT E LIVERPOOL 1-B,AAB,Northeast,Youngstown,830,156,18.80%
Columbiana,PRECINCT E LIVERPOOL 2-A,AAF,Northeast,Youngstown,"1,302",314,24.12%
Columbiana,PRECINCT E LIVERPOOL 3-A,AAK,Northeast,Youngstown,608,227,37.34%
Columbiana,PRECINCT E LIVERPOOL 3-B,AAL,Northeast,Youngstown,949,181,19.07%
Columbiana,PRECINCT E LIVERPOOL 4-A,AAP,Northeast,Youngstown,"1,160",273,23.53%
Columbiana,PRECINCT E PALESTINE VIL 1,AAS,Northeast,Youngstown,"1,367",394,28.82%
Columbiana,PRECINCT E PALESTINE VIL 2,AAW,Northeast,Youngstown,718,206,28.69%
Columbiana,PRECINCT E PALESTINE VIL 3,AAX,Northeast,Youngstown,859,343,39.93%
Columbiana,PRECINCT SALEM CITY 1-A,ABA,Northeast,Youngstown,"1,382",508,36.76%
Columbiana,PRECINCT SALEM CITY 1-B,ABC,Northeast,Youngstown,718,311,43.31%
Columbiana,PRECINCT SALEM CITY 2-A,ABE,Northeast,Youngstown,"1,123",308,27.43%
Columbiana,PRECINCT SALEM CITY 2-B,ABF,Northeast,Youngstown,574,219,38.15%
Columbiana,PRECINCT SALEM CITY 3-A,ABI,Northeast,Youngstown,443,136,30.70%
Columbiana,PRECINCT SALEM CITY 3-B,ABJ,Northeast,Youngstown,941,380,40.38%
Columbiana,PRECINCT SALEM CITY 3-C,ABL,Northeast,Youngstown,600,215,35.83%
Columbiana,PRECINCT SALEM CITY 4-A,ABM,Northeast,Youngstown,492,242,49.19%
Columbiana,PRECINCT SALEM CITY 4-B,ABN,Northeast,Youngstown,"1,154",447,38.73%
Columbiana,PRECINCT WELLSVILLE  1,ABQ,Northeast,Youngstown,"1,018",219,21.51%
Columbiana,PRECINCT WELLSVILLE  2,ABR,Northeast,Youngstown,770,172,22.34%
Columbiana,PRECINCT BUTLER TWP EAST,ABX,Northeast,Youngstown,685,355,51.82%
Columbiana,PRECINCT BUTLER TWP NORTH,ABY,Northeast,Youngstown,"1,024",430,41.99%
Columbiana,PRECINCT BUTLER TWP SOUTH,ABZ,Northeast,Youngstown,784,393,50.13%
Columbiana,PRECINCT CENTER TWP NORTH,ACB,Northeast,Youngstown,"1,338",482,36.02%
Columbiana,PRECINCT CENTER TWP SOUTH,ACD,Northeast,Youngstown,784,287,36.61%
Columbiana,PRECINCT LISBON VIL NORTH,ACE,Northeast,Youngstown,720,255,35.42%
Columbiana,PRECINCT LISBON VIL SOUTH,ACH,Northeast,Youngstown,839,279,33.25%
Columbiana,PRECINCT ELKRUN TWP,ACJ,Northeast,Youngstown,"1,305",463,35.48%
Columbiana,PRECINCT FAIRFIELD TWP CENTER,ACM,Northeast,Youngstown,592,295,49.83%
Columbiana,PRECINCT FAIRFIELD TWP NORTH,ACN,Northeast,Youngstown,699,330,47.21%
Columbiana,PRECINCT FAIRFIELD TWP SOUTH,ACP,Northeast,Youngstown,"1,295",599,46.25%
Columbiana,PRECINCT COLUMBIANA CITY A,ACR,Northeast,Youngstown,641,307,47.89%
Columbiana,PRECINCT COLUMBIANA CITY B,ACS,Northeast,Youngstown,936,357,38.14%
Columbiana,PRECINCT COLUMBIANA CITY C,ACT,Northeast,Youngstown,591,226,38.24%
Columbiana,PRECINCT COLUMBIANA CITY D,ACU,Northeast,Youngstown,"1,117",567,50.76%
Columbiana,PRECINCT COLUMBIANA CITY E,ACV,Northeast,Youngstown,808,351,43.44%
Columbiana,PRECINCT FRANKLIN TWP,ACZ,Northeast,Youngstown,493,224,45.44%
Columbiana,PRECINCT HANOVER TWP NORTH,ADB,Northeast,Youngstown,759,323,42.56%
Columbiana,PRECINCT HANOVER TWP NE,ADC,Northeast,Youngstown,998,489,49.00%
Columbiana,PRECINCT HANOVER TWP SOUTH,ADD,Northeast,Youngstown,626,259,41.37%
Columbiana,PRECINCT KNOX TWP NE,ADF,Northeast,Youngstown,674,359,53.26%
Columbiana,PRECINCT KNOX TWP NW,ADG,Northeast,Youngstown,762,363,47.64%
Columbiana,PRECINCT KNOX TWP SOUTH,ADH,Northeast,Youngstown,"1,227",613,49.96%
Columbiana,PRECINCT LIVERPOOL TWP EAST,ADJ,Northeast,Youngstown,"1,396",500,35.82%
Columbiana,PRECINCT LIVERPOOL TWP WEST,ADN,Northeast,Youngstown,"1,347",428,31.77%
Columbiana,PRECINCT MADISON TWP GLASGOW,ADO,Northeast,Youngstown,587,232,39.52%
Columbiana,PRECINCT MADISON TWP ROCK CAMP,ADP,Northeast,Youngstown,669,241,36.02%
Columbiana,PRECINCT MADISON TWP WEST POINT,ADQ,Northeast,Youngstown,787,285,36.21%
Columbiana,PRECINCT MIDDLETON TWP NEGLEY,ADS,Northeast,Youngstown,"1,367",484,35.41%
Columbiana,PRECINCT MIDDLETON TWP ROGERS,ADU,Northeast,Youngstown,817,300,36.72%
Columbiana,PRECINCT PERRY TWP NORTH,ADW,Northeast,Youngstown,"1,254",608,48.48%
Columbiana,PRECINCT PERRY TWP SW,ADY,Northeast,Youngstown,"1,279",537,41.99%
Columbiana,PRECINCT PERRY TWP SE,ADZ,Northeast,Youngstown,552,251,45.47%
Columbiana,PRECINCT ST CLAIR TWP CALCUTTA,AED,Northeast,Youngstown,"1,320",450,34.09%
Columbiana,PRECINCT ST CLAIR TWP EAST,AEF,Northeast,Youngstown,830,328,39.52%
Columbiana,PRECINCT ST CLAIR TWP SE,AEI,Northeast,Youngstown,588,219,37.24%
Columbiana,PRECINCT ST CLAIR TWP SOUTH,AEJ,Northeast,Youngstown,907,280,30.87%
Columbiana,PRECINCT ST CLAIR TWP SPRUCEVALE,AEK,Northeast,Youngstown,"1,146",417,36.39%
Columbiana,PRECINCT ST CLAIR TWP WEST,AEL,Northeast,Youngstown,668,245,36.68%
Columbiana,PRECINCT SALEM TWP FRANKLIN SQ,AEM,Northeast,Youngstown,782,360,46.04%
Columbiana,PRECINCT SALEM TWP NE,AEN,Northeast,Youngstown,861,350,40.65%
Columbiana,PRECINCT SALEM TWP NW,AEO,Northeast,Youngstown,677,345,50.96%
Columbiana,PRECINCT LEETONIA VIL,AEQ,Northeast,Youngstown,"1,179",389,32.99%
Columbiana,PRECINCT UNITY TWP NEW WATERFORD,AET,Northeast,Youngstown,701,274,39.09%
Columbiana,PRECINCT UNITY TWP NORTH,AEU,Northeast,Youngstown,884,359,40.61%
Columbiana,PRECINCT UNITY TWP SE,AEV,Northeast,Youngstown,910,323,35.49%
Columbiana,PRECINCT UNITY TWP SW,AEW,Northeast,Youngstown,784,327,41.71%
Columbiana,PRECINCT WASHINGTON TWP,AEY,Northeast,Youngstown,551,205,37.21%
Columbiana,PRECINCT SALINEVILLE VIL,AEZ,Northeast,Youngstown,640,189,29.53%
Columbiana,PRECINCT WAYNE TWP,AFB,Northeast,Youngstown,517,234,45.26%
Columbiana,PRECINCT WEST TWP BAYARD,AFC,Northeast,Youngstown,608,282,46.38%
Columbiana,PRECINCT WEST TWP EAST ROCHESTER,AFD,Northeast,Youngstown,"1,290",526,40.78%
Columbiana,PRECINCT YELLOW CREEK TWP,AFF,Northeast,Youngstown,"1,340",501,37.39%
Coshocton,COSHOCTON 1-A,AAA,Central,Columbus,564,205,36.35%
Coshocton,COSHOCTON 1-B,AAB,Central,Columbus,949,183,19.28%
Coshocton,COSHOCTON 2-A,AAD,Central,Columbus,738,221,29.95%
Coshocton,COSHOCTON 2-B,AAE,Central,Columbus,817,185,22.64%
Coshocton,COSHOCTON 3-A,AAG,Central,Columbus,968,297,30.68%
Coshocton,COSHOCTON 3-B,AAI,Central,Columbus,"1,024",470,45.90%
Coshocton,COSHOCTON 4-A,AAK,Central,Columbus,537,121,22.53%
Coshocton,COSHOCTON 4-B,AAL,Central,Columbus,"1,354",590,43.57%
Coshocton,BEDFORD / WASHINGTON,AAP,Central,Columbus,841,304,36.15%
Coshocton,BETHLEHEM,AAQ,Central,Columbus,766,369,48.17%
Coshocton,CLARK / MONROE / TIVERTON,AAR,Central,Columbus,875,324,37.03%
Coshocton,CRAWFORD,AAS,Central,Columbus,400,103,25.75%
Coshocton,FRANKLIN / CONESVILLE / VIRGINIA,AAT,Central,Columbus,"1,101",398,36.15%
Coshocton,JACKSON,AAU,Central,Columbus,"1,327",496,37.38%
Coshocton,JEFFERSON / NELLIE / NEW CASTLE / WARSAW,AAW,Central,Columbus,"1,263",562,44.50%
Coshocton,KEENE / MILLCREEK,AAY,Central,Columbus,"1,356",577,42.55%
Coshocton,LAFAYETTE,ABA,Central,Columbus,"1,212",511,42.16%
Coshocton,LINTON / PLAINFIELD,ABE,Central,Columbus,437,159,36.38%
Coshocton,OXFORD,ABF,Central,Columbus,"1,060",429,40.47%
Coshocton,PERRY / PIKE,ABG,Central,Columbus,833,293,35.17%
Coshocton,TUSCARAWAS,ABH,Central,Columbus,951,231,24.29%
Coshocton,W LAFAYETTE,ABI,Central,Columbus,"1,364",433,31.74%
Coshocton,WHITE EYES / ADAMS,ABQ,Central,Columbus,"1,192",465,39.01%
Crawford,BUCYRUS 1A,AAA,Central,Columbus,805,180,22.36%
Crawford,BUCYRUS 1B,AAB,Central,Columbus,658,157,23.86%
Crawford,BUCYRUS 2A,AAE,Central,Columbus,"1,036",296,28.57%
Crawford,BUCYRUS 2B,AAF,Central,Columbus,902,350,38.80%
Crawford,BUCYRUS 3A,AAJ,Central,Columbus,666,280,42.04%
Crawford,BUCYRUS 3B,AAK,Central,Columbus,832,243,29.21%
Crawford,BUCYRUS 3C,AAN,Central,Columbus,834,381,45.68%
Crawford,BUCYRUS 4A,AAP,Central,Columbus,804,219,27.24%
Crawford,BUCYRUS 4B,AAQ,Central,Columbus,893,271,30.35%
Crawford,CRESTLINE 1A,AAT,Central,Columbus,786,332,42.24%
Crawford,CRESTLINE 2A,AAV,Central,Columbus,785,219,27.90%
Crawford,CRESTLINE 3A,AAW,Central,Columbus,672,175,26.04%
Crawford,CRESTLINE 4A,AAY,Central,Columbus,724,218,30.11%
Crawford,GALION 1A,ABB,Central,Columbus,757,262,34.61%
Crawford,GALION 1B,ABC,Central,Columbus,792,308,38.89%
Crawford,GALION 2A,ABF,Central,Columbus,737,176,23.88%
Crawford,GALION 2B,ABG,Central,Columbus,620,236,38.06%
Crawford,GALION 3A,ABI,Central,Columbus,727,156,21.46%
Crawford,GALION 3B,ABK,Central,Columbus,884,198,22.40%
Crawford,GALION 4A,ABM,Central,Columbus,617,196,31.77%
Crawford,GALION 4B,ABO,Central,Columbus,632,208,32.91%
Crawford,GALION 4C,ABP,Central,Columbus,688,305,44.33%
Crawford,AUBURN TWP,ABR,Central,Columbus,469,190,40.51%
Crawford,BUCYRUS TWP,ABS,Central,Columbus,604,298,49.34%
Crawford,CHATFIELD TWP,ABT,Central,Columbus,489,206,42.13%
Crawford,CRANBERRY TWP,ABU,Central,Columbus,"1,020",454,44.51%
Crawford,DALLAS TWP,ABX,Central,Columbus,354,164,46.33%
Crawford,HOLMES - TEXAS,ABY,Central,Columbus,"1,106",460,41.59%
Crawford,JEFFERSON TWP,ACC,Central,Columbus,"1,105",449,40.63%
Crawford,LIBERTY TWP,ACD,Central,Columbus,956,354,37.03%
Crawford,LYKENS-TOD,ACF,Central,Columbus,865,359,41.50%
Crawford,POLK TWP,ACJ,Central,Columbus,"1,432",617,43.09%
Crawford,SANDUSKY-WHETSTONE NORTH,ACK,Central,Columbus,"1,181",518,43.86%
Crawford,VERNON TWP,ACN,Central,Columbus,524,232,44.27%
Crawford,WHETSTONE TWP SOUTH,ACR,Central,Columbus,583,252,43.22%
Cuyahoga,BAY VILLAGE-01-A,AAA,Northeast,Cleveland,"1,041",593,56.96%
Cuyahoga,BAY VILLAGE-01-B,AAB,Northeast,Cleveland,"1,020",517,50.69%
Cuyahoga,BAY VILLAGE-01-C,AAD,Northeast,Cleveland,"1,019",582,57.11%
Cuyahoga,BAY VILLAGE-02-A,AAH,Northeast,Cleveland,"1,042",610,58.54%
Cuyahoga,BAY VILLAGE-02-B,AAI,Northeast,Cleveland,"1,046",559,53.44%
Cuyahoga,BAY VILLAGE-02-C,AAL,Northeast,Cleveland,"1,086",624,57.46%
Cuyahoga,BAY VILLAGE-03-B,AAQ,Northeast,Cleveland,"1,038",589,56.74%
Cuyahoga,BAY VILLAGE-03-C,AAR,Northeast,Cleveland,"1,041",621,59.65%
Cuyahoga,BAY VILLAGE-03-A,AAS,Northeast,Cleveland,"1,010",628,62.18%
Cuyahoga,BAY VILLAGE-04-A,AAV,Northeast,Cleveland,922,572,62.04%
Cuyahoga,BAY VILLAGE-04-B,AAZ,Northeast,Cleveland,"1,106",662,59.86%
Cuyahoga,BAY VILLAGE-04-C,ABA,Northeast,Cleveland,"1,139",711,62.42%
Cuyahoga,BEACHWOOD-00-A,ABD,Northeast,Cleveland,"1,095",517,47.21%
Cuyahoga,BEACHWOOD-00-B,ABE,Northeast,Cleveland,"1,135",480,42.29%
Cuyahoga,BEACHWOOD-00-H,ABF,Northeast,Cleveland,"1,366",795,58.20%
Cuyahoga,BEACHWOOD-00-D,ABG,Northeast,Cleveland,"1,140",682,59.82%
Cuyahoga,BEACHWOOD-00-E,ABH,Northeast,Cleveland,"1,545",654,42.33%
Cuyahoga,BEACHWOOD-00-F,ABK,Northeast,Cleveland,"1,265",781,61.74%
Cuyahoga,BEACHWOOD-00-C,ABN,Northeast,Cleveland,640,327,51.09%
Cuyahoga,BEACHWOOD-00-I,ABP,Northeast,Cleveland,935,294,31.44%
Cuyahoga,BEACHWOOD-00-G,ABQ,Northeast,Cleveland,"1,114",550,49.37%
Cuyahoga,BEDFORD-01-A,ABU,Northeast,Cleveland,720,279,38.75%
Cuyahoga,BEDFORD-01-B,ABV,Northeast,Cleveland,787,228,28.97%
Cuyahoga,BEDFORD-02-A,ABX,Northeast,Cleveland,770,272,35.32%
Cuyahoga,BEDFORD-02-B,ABY,Northeast,Cleveland,774,319,41.21%
Cuyahoga,BEDFORD-03-A,ACA,Northeast,Cleveland,673,169,25.11%
Cuyahoga,BEDFORD-03-B,ACB,Northeast,Cleveland,705,235,33.33%
Cuyahoga,BEDFORD-04-A,ACE,Northeast,Cleveland,524,173,33.02%
Cuyahoga,BEDFORD-04-B,ACF,Northeast,Cleveland,750,244,32.53%
Cuyahoga,BEDFORD-05-A,ACJ,Northeast,Cleveland,741,224,30.23%
Cuyahoga,BEDFORD -05-B,ACK,Northeast,Cleveland,694,242,34.87%
Cuyahoga,BEDFORD-06-A,ACM,Northeast,Cleveland,785,273,34.78%
Cuyahoga,BEDFORD -06-B,ACN,Northeast,Cleveland,744,274,36.83%
Cuyahoga,BEDFORD HEIGHTS-01-A,ACP,Northeast,Cleveland,657,201,30.59%
Cuyahoga,BEDFORD HEIGHTS-01-B,ACQ,Northeast,Cleveland,693,293,42.28%
Cuyahoga,BEDFORD HEIGHTS-01-C,ACR,Northeast,Cleveland,"1,008",164,16.27%
Cuyahoga,BEDFORD HEIGHTS-02-A,ACV,Northeast,Cleveland,851,240,28.20%
Cuyahoga,BEDFORD HEIGHTS-02-B,ACW,Northeast,Cleveland,751,211,28.10%
Cuyahoga,BEDFORD HEIGHTS-03-A,ACY,Northeast,Cleveland,894,208,23.27%
Cuyahoga,BEDFORD HEIGHTS-03-B,ACZ,Northeast,Cleveland,"1,179",521,44.19%
Cuyahoga,BEDFORD HEIGHTS-04-A,ADE,Northeast,Cleveland,816,336,41.18%
Cuyahoga,BEDFORD HEIGHTS-04-B,ADF,Northeast,Cleveland,585,227,38.80%
Cuyahoga,BEREA-01-A,ADI,Northeast,Cleveland,"1,170",513,43.85%
Cuyahoga,BEREA-01-B,ADJ,Northeast,Cleveland,"1,257",466,37.07%
Cuyahoga,BEREA-02-A,ADN,Northeast,Cleveland,"1,191",575,48.28%
Cuyahoga,BEREA-02-B,ADO,Northeast,Cleveland,"1,401",587,41.90%
Cuyahoga,BEREA -03-A,ADP,Northeast,Cleveland,"1,203",602,50.04%
Cuyahoga,BEREA-03-B,ADV,Northeast,Cleveland,"1,242",619,49.84%
Cuyahoga,BEREA-04-A,AEB,Northeast,Cleveland,"1,112",420,37.77%
Cuyahoga,BEREA-04-B,AED,Northeast,Cleveland,"1,108",590,53.25%
Cuyahoga,BEREA-05-B,AEI,Northeast,Cleveland,942,499,52.97%
Cuyahoga,BEREA-05-A,AEJ,Northeast,Cleveland,909,450,49.50%
Cuyahoga,BEREA-05-C,AEK,Northeast,Cleveland,929,475,51.13%
Cuyahoga,BRECKSVILLE-00-B,AEP,Northeast,Cleveland,"1,096",675,61.59%
Cuyahoga,BRECKSVILLE-00-C,AEQ,Northeast,Cleveland,"1,028",596,57.98%
Cuyahoga,BRECKSVILLE-00-F,AES,Northeast,Cleveland,"1,025",610,59.51%
Cuyahoga,BRECKSVILLE-00-E,AET,Northeast,Cleveland,"1,019",541,53.09%
Cuyahoga,BRECKSVILLE-00-D,AEU,Northeast,Cleveland,"1,104",615,55.71%
Cuyahoga,BRECKSVILLE-00-A,AEV,Northeast,Cleveland,"1,234",654,53.00%
Cuyahoga,BRECKSVILLE-00-J,AEX,Northeast,Cleveland,851,469,55.11%
Cuyahoga,BRECKSVILLE-00-H,AEY,Northeast,Cleveland,"1,057",561,53.07%
Cuyahoga,BRECKSVILLE-00-G,AEZ,Northeast,Cleveland,"1,354",814,60.12%
Cuyahoga,BRECKSVILLE-00-I,AFB,Northeast,Cleveland,"1,132",667,58.92%
Cuyahoga,BROADVIEW HEIGHTS-01-B,AFG,Northeast,Cleveland,"1,215",606,49.88%
Cuyahoga,BROADVIEW HEIGHTS-01-C,AFH,Northeast,Cleveland,"1,145",538,46.99%
Cuyahoga,BROADVIEW HEIGHTS-01-A,AFI,Northeast,Cleveland,"1,168",585,50.09%
Cuyahoga,BROADVIEW HEIGHTS-02-A,AFK,Northeast,Cleveland,"1,009",518,51.34%
Cuyahoga,BROADVIEW HEIGHTS-02-B,AFL,Northeast,Cleveland,906,447,49.34%
Cuyahoga,BROADVIEW HEIGHTS-02-C,AFM,Northeast,Cleveland,"1,031",591,57.32%
Cuyahoga,BROADVIEW HEIGHTS-03-A,AFP,Northeast,Cleveland,"1,273",480,37.71%
Cuyahoga,BROADVIEW HEIGHTS-03-B,AFQ,Northeast,Cleveland,731,324,44.32%
Cuyahoga,BROADVIEW HEIGHTS-03-C,AFR,Northeast,Cleveland,"1,280",636,49.69%
Cuyahoga,BROADVIEW HEIGHTS-04-D,AFU,Northeast,Cleveland,"1,097",640,58.34%
Cuyahoga,BROADVIEW HEIGHTS-04-B,AFV,Northeast,Cleveland,461,104,22.56%
Cuyahoga,BROADVIEW HEIGHTS-04-C,AFW,Northeast,Cleveland,"1,021",417,40.84%
Cuyahoga,BROOKLYN-00-A,AFZ,Northeast,Cleveland,761,195,25.62%
Cuyahoga,BROOKLYN-00-B,AGA,Northeast,Cleveland,944,401,42.48%
Cuyahoga,BROOKLYN-00-C,AGB,Northeast,Cleveland,920,369,40.11%
Cuyahoga,BROOKLYN-00-E,AGD,Northeast,Cleveland,901,285,31.63%
Cuyahoga,BROOKLYN-00-G,AGF,Northeast,Cleveland,981,347,35.37%
Cuyahoga,BROOKLYN-00-F,AGG,Northeast,Cleveland,916,323,35.26%
Cuyahoga,BROOKLYN-00-D,AGH,Northeast,Cleveland,975,329,33.74%
Cuyahoga,BROOKLYN-00-H,AGJ,Northeast,Cleveland,942,304,32.27%
Cuyahoga,BROOK PARK-01-A,AGO,Northeast,Cleveland,914,300,32.82%
Cuyahoga,BROOK PARK-01-C,AGQ,Northeast,Cleveland,992,323,32.56%
Cuyahoga,BROOK PARK-01-B,AGS,Northeast,Cleveland,"1,067",454,42.55%
Cuyahoga,BROOK PARK-02-A,AGW,Northeast,Cleveland,940,351,37.34%
Cuyahoga,BROOK PARK-02-B,AGX,Northeast,Cleveland,"1,087",395,36.34%
Cuyahoga,BROOK PARK-02-C,AHA,Northeast,Cleveland,908,391,43.06%
Cuyahoga,BROOK PARK-03-B,AHF,Northeast,Cleveland,980,354,36.12%
Cuyahoga,BROOK PARK-03-A,AHG,Northeast,Cleveland,"1,122",377,33.60%
Cuyahoga,BROOK PARK-03-C,AHI,Northeast,Cleveland,937,347,37.03%
Cuyahoga,BROOK PARK-04-A,AHL,Northeast,Cleveland,"1,010",395,39.11%
Cuyahoga,BROOK PARK-04-C,AHN,Northeast,Cleveland,"1,040",403,38.75%
Cuyahoga,BROOK PARK-04-B,AHO,Northeast,Cleveland,"1,012",375,37.06%
Cuyahoga,CLEVELAND-01-B,AHU,Northeast,Cleveland,839,144,17.16%
Cuyahoga,CLEVELAND-01-C,AHW,Northeast,Cleveland,654,136,20.80%
Cuyahoga,CLEVELAND-01-E,AIA,Northeast,Cleveland,872,247,28.33%
Cuyahoga,CLEVELAND-01-F,AIC,Northeast,Cleveland,890,237,26.63%
Cuyahoga,CLEVELAND-01-H,AIG,Northeast,Cleveland,799,207,25.91%
Cuyahoga,CLEVELAND-01-I,AII,Northeast,Cleveland,812,187,23.03%
Cuyahoga,CLEVELAND-01-J,AIK,Northeast,Cleveland,891,292,32.77%
Cuyahoga,CLEVELAND-01-L,AIO,Northeast,Cleveland,815,306,37.55%
Cuyahoga,CLEVELAND-01-M,AIQ,Northeast,Cleveland,886,296,33.41%
Cuyahoga,CLEVELAND-01-N,AIS,Northeast,Cleveland,903,290,32.12%
Cuyahoga,CLEVELAND-01-P,AIW,Northeast,Cleveland,926,281,30.35%
Cuyahoga,CLEVELAND-01-Q,AIX,Northeast,Cleveland,888,342,38.51%
Cuyahoga,CLEVELAND-01-S,AIZ,Northeast,Cleveland,789,224,28.39%
Cuyahoga,CLEVELAND-01-T,AJA,Northeast,Cleveland,767,179,23.34%
Cuyahoga,CLEVELAND-01-R,AJC,Northeast,Cleveland,826,217,26.27%
Cuyahoga,CLEVELAND-01-O,AJD,Northeast,Cleveland,727,193,26.55%
Cuyahoga,CLEVELAND-02-E,AJH,Northeast,Cleveland,503,102,20.28%
Cuyahoga,CLEVELAND-02-B,AJJ,Northeast,Cleveland,719,134,18.64%
Cuyahoga,CLEVELAND-02-G,AJL,Northeast,Cleveland,624,125,20.03%
Cuyahoga,CLEVELAND-12-D,AJN,Northeast,Cleveland,608,89,14.64%
Cuyahoga,CLEVELAND-02-R,AJP,Northeast,Cleveland,619,117,18.90%
Cuyahoga,CLEVELAND-02-J,AJT,Northeast,Cleveland,270,45,16.67%
Cuyahoga,CLEVELAND-02-D,AJV,Northeast,Cleveland,"1,034",409,39.56%
Cuyahoga,CLEVELAND-02-T,AJX,Northeast,Cleveland,529,94,17.77%
Cuyahoga,CLEVELAND-02-S,AJY,Northeast,Cleveland,402,86,21.39%
Cuyahoga,CLEVELAND-02-U,AKA,Northeast,Cleveland,445,104,23.37%
Cuyahoga,CLEVELAND-02-O,AKB,Northeast,Cleveland,648,131,20.22%
Cuyahoga,CLEVELAND-02-C,AKC,Northeast,Cleveland,442,83,18.78%
Cuyahoga,CLEVELAND-04-N,AKD,Northeast,Cleveland,595,124,20.84%
Cuyahoga,CLEVELAND-02-H,AKE,Northeast,Cleveland,636,154,24.21%
Cuyahoga,CLEVELAND-02-I,AKF,Northeast,Cleveland,620,111,17.90%
Cuyahoga,CLEVELAND-02-P,AKH,Northeast,Cleveland,647,138,21.33%
Cuyahoga,CLEVELAND-02-F,AKI,Northeast,Cleveland,632,118,18.67%
Cuyahoga,CLEVELAND-06-A,AKP,Northeast,Cleveland,493,78,15.82%
Cuyahoga,CLEVELAND-04-K,AKT,Northeast,Cleveland,568,129,22.71%
Cuyahoga,CLEVELAND-04-I,AKV,Northeast,Cleveland,573,99,17.28%
Cuyahoga,CLEVELAND-02-V,AKX,Northeast,Cleveland,505,99,19.60%
Cuyahoga,CLEVELAND-06-L,AKZ,Northeast,Cleveland,721,83,11.51%
Cuyahoga,CLEVELAND-02-N,ALB,Northeast,Cleveland,743,176,23.69%
Cuyahoga,CLEVELAND-04-L,ALD,Northeast,Cleveland,510,76,14.90%
Cuyahoga,CLEVELAND-02-Q,ALJ,Northeast,Cleveland,570,103,18.07%
Cuyahoga,CLEVELAND-02-K,ALP,Northeast,Cleveland,590,121,20.51%
Cuyahoga,CLEVELAND-02-M,ALQ,Northeast,Cleveland,630,116,18.41%
Cuyahoga,CLEVELAND-01-K,ALR,Northeast,Cleveland,550,103,18.73%
Cuyahoga,CLEVELAND-02-W,ALS,Northeast,Cleveland,491,66,13.44%
Cuyahoga,CLEVELAND-04-M,ALT,Northeast,Cleveland,554,112,20.22%
Cuyahoga,CLEVELAND-04-O,ALU,Northeast,Cleveland,690,179,25.94%
Cuyahoga,CLEVELAND-02-L,ALV,Northeast,Cleveland,606,97,16.01%
Cuyahoga,CLEVELAND-01-G,ALW,Northeast,Cleveland,653,166,25.42%
Cuyahoga,CLEVELAND-04-A,AMC,Northeast,Cleveland,454,97,21.37%
Cuyahoga,CLEVELAND-04-B,AME,Northeast,Cleveland,474,107,22.57%
Cuyahoga,CLEVELAND-04-S,AMI,Northeast,Cleveland,927,263,28.37%
Cuyahoga,CLEVELAND-04-P,AMM,Northeast,Cleveland,529,82,15.50%
Cuyahoga,CLEVELAND-04-E,AMQ,Northeast,Cleveland,671,125,18.63%
Cuyahoga,CLEVELAND-04-H,AMS,Northeast,Cleveland,612,124,20.26%
Cuyahoga,CLEVELAND-04-J,AMU,Northeast,Cleveland,513,97,18.91%
Cuyahoga,CLEVELAND-04-G,AMX,Northeast,Cleveland,640,88,13.75%
Cuyahoga,CLEVELAND-04-D,AMZ,Northeast,Cleveland,646,118,18.27%
Cuyahoga,CLEVELAND-04-C,ANA,Northeast,Cleveland,638,128,20.06%
Cuyahoga,CLEVELAND-01-D,ANB,Northeast,Cleveland,533,97,18.20%
Cuyahoga,CLEVELAND-04-Q,ANC,Northeast,Cleveland,"1,073",607,56.57%
Cuyahoga,CLEVELAND-04-F,AND,Northeast,Cleveland,721,125,17.34%
Cuyahoga,CLEVELAND-01-A,ANE,Northeast,Cleveland,567,112,19.75%
Cuyahoga,CLEVELAND-04-R,ANF,Northeast,Cleveland,813,236,29.03%
Cuyahoga,CLEVELAND-05-A,ANN,Northeast,Cleveland,765,40,5.23%
Cuyahoga,CLEVELAND-05-C,ANR,Northeast,Cleveland,400,38,9.50%
Cuyahoga,CLEVELAND-05-D,ANT,Northeast,Cleveland,802,32,3.99%
Cuyahoga,CLEVELAND-05-B,ANV,Northeast,Cleveland,715,30,4.20%
Cuyahoga,CLEVELAND-05-F,ANX,Northeast,Cleveland,672,36,5.36%
Cuyahoga,CLEVELAND-05-G,ANZ,Northeast,Cleveland,595,84,14.12%
Cuyahoga,CLEVELAND-05-H,AOB,Northeast,Cleveland,771,134,17.38%
Cuyahoga,CLEVELAND-07-J,AOD,Northeast,Cleveland,610,152,24.92%
Cuyahoga,CLEVELAND-05-J,AOF,Northeast,Cleveland,660,76,11.52%
Cuyahoga,CLEVELAND-05-E,AOH,Northeast,Cleveland,381,15,3.94%
Cuyahoga,CLEVELAND-05-L,AOJ,Northeast,Cleveland,863,56,6.49%
Cuyahoga,CLEVELAND-05-M,AOL,Northeast,Cleveland,570,103,18.07%
Cuyahoga,CLEVELAND-05-N,AON,Northeast,Cleveland,611,71,11.62%
