county_name,precinct_name,precinct_code,region_name,media_market,registered_voters,ballots_counted,official_voter_turnout
Cuyahoga,CHAGRIN FALLS TWP-00-A,DAF,Northeast,Cleveland,114,69,60.526315789473685
Cuyahoga,ORANGE-00-B,DAH,Northeast,Cleveland,816,457,56.004901960784316
Cuyahoga,ORANGE-00-C,DAI,Northeast,Cleveland,1154,680,58.925476603119584
Cuyahoga,ORANGE-00-A,DAJ,Northeast,Cleveland,902,495,54.8780487804878
Cuyahoga,GLENWILLOW-01-A,DAK,Northeast,Cleveland,224,97,43.30357142857143
Cuyahoga,GLENWILLOW-02-A,DAL,Northeast,Cleveland,160,54,33.75
Cuyahoga,GLENWILLOW-03-A,DAM,Northeast,Cleveland,215,91,42.325581395348834
Cuyahoga,HUNTING VALLEY-00-A,DAN,Northeast,Cleveland,557,283,50.80789946140036
Cuyahoga,NEWBURGH HEIGHTS-00-A,DAO,Northeast,Cleveland,1076,337,31.319702602230482
Cuyahoga,OAKWOOD-01-A,DAS,Northeast,Cleveland,712,303,42.556179775280896
Cuyahoga,OAKWOOD-02-A,DAW,Northeast,Cleveland,673,337,50.074294205052006
Cuyahoga,OAKWOOD-03-A,DAX,Northeast,Cleveland,402,176,43.78109452736319
Cuyahoga,OAKWOOD-04-A,DAZ,Northeast,Cleveland,430,167,38.83720930232558
Cuyahoga,OAKWOOD-05-A,DBC,Northeast,Cleveland,442,148,33.484162895927604
Cuyahoga,OLMSTED TOWNSHIP-00-A,DBD,Northeast,Cleveland,1211,497,41.040462427745666
Cuyahoga,OLMSTED TOWNSHIP-00-H,DBF,Northeast,Cleveland,1197,524,43.77610693400167
Cuyahoga,OLMSTED TOWNSHIP-00-D,DBG,Northeast,Cleveland,1066,458,42.96435272045028
Cuyahoga,OLMSTED TOWNSHIP-00-B,DBH,Northeast,Cleveland,976,497,50.92213114754098
Cuyahoga,OLMSTED TOWNSHIP-00-F,DBI,Northeast,Cleveland,1284,499,38.862928348909655
Cuyahoga,OLMSTED TOWNSHIP-00-G,DBJ,Northeast,Cleveland,1013,464,45.80454096742349
Cuyahoga,OLMSTED TOWNSHIP-00-C,DBK,Northeast,Cleveland,903,458,50.71982281284607
Cuyahoga,OLMSTED TOWNSHIP-00-I,DBM,Northeast,Cleveland,1166,408,34.99142367066895
Cuyahoga,OLMSTED TOWNSHIP-00-E,DBN,Northeast,Cleveland,1164,555,47.68041237113402
Cuyahoga,MORELAND HILLS-00-C,DBU,Northeast,Cleveland,678,378,55.75221238938053
Cuyahoga,MORELAND HILLS-00-A,DBV,Northeast,Cleveland,1200,687,57.25
Cuyahoga,MORELAND HILLS-00-B,DBW,Northeast,Cleveland,1187,650,54.75989890480202
Cuyahoga,GATES MILLS-00-A,DBX,Northeast,Cleveland,968,486,50.20661157024794
Cuyahoga,GATES MILLS-00-B,DBY,Northeast,Cleveland,1099,562,51.137397634212924
Cuyahoga,MAYFIELD VILLAGE-01-A,DCC,Northeast,Cleveland,620,371,59.83870967741935
Cuyahoga,MAYFIELD VILLAGE-02-A,DCE,Northeast,Cleveland,665,395,59.3984962406015
Cuyahoga,MAYFIELD VILLAGE-03-A,DCG,Northeast,Cleveland,747,367,49.129852744310575
Cuyahoga,MAYFIELD VILLAGE-04-A,DCI,Northeast,Cleveland,545,277,50.825688073394495
Cuyahoga,VALLEY VIEW-00-A,DCK,Northeast,Cleveland,774,361,46.640826873385016
Cuyahoga,VALLEY VIEW-00-B,DCM,Northeast,Cleveland,731,427,58.41313269493844
Cuyahoga,WALTON HILLS-00-A,DCN,Northeast,Cleveland,861,461,53.54239256678281
Cuyahoga,WALTON HILLS-00-B,DCO,Northeast,Cleveland,879,478,54.37997724687145
Cuyahoga,NORTH RANDALL-00-A,DCQ,Northeast,Cleveland,638,184,28.84012539184953
Cuyahoga,HIGHLAND HILLS-00-A,DCS,Northeast,Cleveland,505,178,35.24752475247525
Cuyahoga,CUYAHOGA HEIGHTS-00-A,DCU,Northeast,Cleveland,409,179,43.76528117359413
Cuyahoga,WOODMERE-00-A,DCW,Northeast,Cleveland,492,183,37.19512195121951
Cuyahoga,CLEVELAND-07-A,DDR,Northeast,Cleveland,688,130,18.8953488372093
Cuyahoga,CLEVELAND-03-A,DDT,Northeast,Cleveland,780,54,6.923076923076923
Cuyahoga,CLEVELAND-04-T,DDX,Northeast,Cleveland,455,131,28.791208791208792
Cuyahoga,CLEVELAND-04-U,DDY,Northeast,Cleveland,805,185,22.981366459627328
Cuyahoga,CLEVELAND-08-D,DDZ,Northeast,Cleveland,814,171,21.007371007371006
Cuyahoga,CLEVELAND-14-A,DEA,Northeast,Cleveland,784,79,10.076530612244898
Cuyahoga,NORTH OLMSTED-01-B,DEC,Northeast,Cleveland,1034,565,54.642166344294004
Cuyahoga,WARRENSVILLE HTS-01-A,DEI,Northeast,Cleveland,758,255,33.64116094986807
Cuyahoga,WARRENSVILLE HTS-01-B,DEJ,Northeast,Cleveland,700,242,34.57142857142857
Cuyahoga,WARRENSVILLE HTS-02-A,DEK,Northeast,Cleveland,618,198,32.03883495145631
Cuyahoga,WARRENSVILLE HTS-02-B,DEL,Northeast,Cleveland,607,125,20.59308072487644
Cuyahoga,WARRENSVILLE HTS-03-A,DEM,Northeast,Cleveland,1424,408,28.651685393258425
Cuyahoga,WARRENSVILLE HTS-04-A,DEO,Northeast,Cleveland,639,71,11.11111111111111
Cuyahoga,WARRENSVILLE HTS-04-B,DEP,Northeast,Cleveland,705,163,23.120567375886523
Cuyahoga,WARRENSVILLE HTS-05-B,DER,Northeast,Cleveland,542,169,31.180811808118083
Cuyahoga,WARRENSVILLE HTS-06-A,DES,Northeast,Cleveland,1223,337,27.555192150449713
Cuyahoga,WARRENSVILLE HTS-07-A,DEU,Northeast,Cleveland,530,113,21.32075471698113
Cuyahoga,WARRENSVILLE HTS-07-B,DEV,Northeast,Cleveland,739,102,13.802435723951286
Cuyahoga,WARRENSVILLE HTS-05-A,DEX,Northeast,Cleveland,737,325,44.097693351424695
Cuyahoga,BROADVIEW HEIGHTS -02-D,DFD,Northeast,Cleveland,913,491,53.77875136911282
Cuyahoga,BROADVIEW HEIGHTS-04-A,DFI,Northeast,Cleveland,1117,658,58.90778871978514
Darke,PRECINCT GREENVILLE CITY 1-A,AAA,West,Dayton,723,224,30.982019363762102
Darke,PRECINCT GREENVILLE CITY 1-B,AAB,West,Dayton,647,325,50.23183925811438
Darke,PRECINCT GREENVILLE CITY 1-C,AAC,West,Dayton,682,338,49.56011730205279
Darke,PRECINCT GREENVILLE CITY 2-A,AAD,West,Dayton,623,178,28.571428571428573
Darke,PRECINCT GREENVILLE CITY 2-B,AAE,West,Dayton,614,214,34.85342019543974
Darke,PRECINCT GREENVILLE CITY 2-C,AAF,West,Dayton,601,240,39.93344425956739
Darke,PRECINCT GREENVILLE CITY 3-A,AAG,West,Dayton,646,225,34.8297213622291
Darke,PRECINCT GREENVILLE CITY 3-B,AAH,West,Dayton,788,213,27.03045685279188
Darke,PRECINCT GREENVILLE CITY 3-C,AAI,West,Dayton,1099,474,43.13011828935396
Darke,PRECINCT GREENVILLE CITY 4-A,AAJ,West,Dayton,610,179,29.34426229508197
Darke,PRECINCT GREENVILLE CITY 4-B,AAK,West,Dayton,899,418,46.49610678531702
Darke,PRECINCT GREENVILLE CITY 4-C,AAL,West,Dayton,492,203,41.260162601626014
Darke,PRECINCT ADAMS EAST & BRADFORD,AAM,West,Dayton,956,358,37.44769874476987
Darke,PRECINCT ADAMS WEST & GETTYSBURG,AAN,West,Dayton,1058,491,46.40831758034027
Darke,PRECINCT ALLEN TWP NEW WESTON & ROSSBURG,AAO,West,Dayton,675,328,48.592592592592595
Darke,PRECINCT BROWN TWP & ANSONIA VILLAGE,AAR,West,Dayton,1244,510,40.9967845659164
Darke,PRECINCT BUTLER AND CASTINE VILLAGE,AAS,West,Dayton,850,389,45.76470588235294
Darke,PRECINCT FRANKLIN TOWNSHIP,AAT,West,Dayton,692,329,47.543352601156066
Darke,PRECINCT GREENVILLE TWP EAST A,AAU,West,Dayton,630,313,49.682539682539684
Darke,PRECINCT GREENVILLE TWP EAST B,AAV,West,Dayton,848,433,51.06132075471698
Darke,PRECINCT GREENVILLE TWP WEST A,AAW,West,Dayton,915,423,46.22950819672131
Darke,PRECINCT GREENVILLE TWP WEST B,AAX,West,Dayton,654,313,47.85932721712538
Darke,PRECINCT HARRISON EAST & NEW MADISON,AAZ,West,Dayton,1002,380,37.924151696606785
Darke,PRECINCT HARRISON WEST & HOLLANSBURG,ABA,West,Dayton,644,243,37.732919254658384
Darke,PRECINCT JACKSON TOWNSHIP,ABC,West,Dayton,724,287,39.64088397790055
Darke,PRECINCT UNION CITY VILLAGE,ABD,West,Dayton,849,158,18.61012956419317
Darke,PRECINCT LIBERTY TWP. & PALESTINE,ABF,West,Dayton,608,279,45.88815789473684
Darke,PRECINCT MISSISSINAWA TOWNSHIP,ABG,West,Dayton,485,212,43.71134020618557
Darke,PRECINCT MONROE TWP & PITSBURG VILLAGE,ABH,West,Dayton,1110,558,50.270270270270274
Darke,PRECINCT NEAVE TOWNSHIP,ABJ,West,Dayton,950,399,42
Darke,PRECINCT WAYNE LAKES VILLAGE,ABK,West,Dayton,517,229,44.294003868471954
Darke,PRECINCT PATTERSON TWP. OSGOOD & YORKSHI,ABL,West,Dayton,928,577,62.17672413793103
Darke,PRECINCT RICHLAND TOWNSHIP,ABN,West,Dayton,543,290,53.40699815837937
Darke,PRECINCT TWIN TWP. GORDON & ITHACA,ABP,West,Dayton,1329,630,47.40406320541761
Darke,PRECINCT ARCANUM VILLAGE - A,ABQ,West,Dayton,964,499,51.76348547717842
Darke,PRECINCT ARCANUM VILLAGE - B,ABR,West,Dayton,656,265,40.396341463414636
Darke,PRECINCT VAN BUREN TOWNSHIP,ABS,West,Dayton,1004,468,46.613545816733065
Darke,PRECINCT WABASH AND NORTH STAR VILLAGE,ABT,West,Dayton,643,426,66.25194401244168
Darke,PRECINCT WASHINGTON TOWNSHIP,ABU,West,Dayton,801,353,44.06991260923845
Darke,PRECINCT WAYNE TOWNSHIP,ABV,West,Dayton,1264,727,57.515822784810126
Darke,PRECINCT VERSAILLES VILLAGE - A,ABX,West,Dayton,894,408,45.63758389261745
Darke,PRECINCT VERSAILLES VILLAGE - B,ABY,West,Dayton,971,525,54.067971163748716
Darke,PRECINCT YORK TOWNSHIP,ACA,West,Dayton,330,193,58.484848484848484
Defiance,DEFIANCE CITY 1-C,AAA,Northwest,Toledo,1166,455,39.02229845626072
Defiance,DEFIANCE CITY 1-E,AAB,Northwest,Toledo,901,463,51.3873473917869
Defiance,DEFIANCE CITY 1-H,AAE,Northwest,Toledo,1018,337,33.1041257367387
Defiance,DEFIANCE CITY 2-A,AAF,Northwest,Toledo,817,246,30.11015911872705
Defiance,DEFIANCE CITY 2-C,AAH,Northwest,Toledo,803,207,25.77833125778331
Defiance,DEFIANCE CITY 2-D,AAI,Northwest,Toledo,1177,419,35.59898045879354
Defiance,DEFIANCE CITY 3-D,AAK,Northwest,Toledo,1088,480,44.11764705882353
Defiance,DEFIANCE CITY 3-B,AAL,Northwest,Toledo,985,357,36.243654822335024
Defiance,DEFIANCE CITY 3-C,AAM,Northwest,Toledo,712,216,30.337078651685392
Defiance,DEFIANCE CITY 4-A,AAP,Northwest,Toledo,931,241,25.886143931256715
Defiance,DEFIANCE CITY 4-C,AAR,Northwest,Toledo,914,304,33.26039387308534
Defiance,DEFIANCE CITY 4-D,AAS,Northwest,Toledo,720,237,32.916666666666664
Defiance,ADAMS TWP,AAT,Northwest,Toledo,645,366,56.74418604651163
Defiance,DEFIANCE TWP A,AAU,Northwest,Toledo,422,183,43.36492890995261
Defiance,DEFIANCE TWP B,AAV,Northwest,Toledo,844,344,40.758293838862556
Defiance,DELAWARE TWP,AAW,Northwest,Toledo,888,393,44.25675675675676
Defiance,SHERWOOD VILLAGE,AAY,Northwest,Toledo,518,150,28.957528957528957
Defiance,FARMER TWP,AAZ,Northwest,Toledo,646,302,46.749226006191954
Defiance,HICKSVILLE TWP,ABA,Northwest,Toledo,1012,402,39.723320158102766
Defiance,HICKSVILLE VILLAGE A,ABB,Northwest,Toledo,637,191,29.984301412872842
Defiance,HICKSVILLE VILLAGE B,ABC,Northwest,Toledo,812,176,21.67487684729064
Defiance,HICKSVILLE VILLAGE C,ABD,Northwest,Toledo,715,226,31.60839160839161
Defiance,HIGHLAND TWP A,ABG,Northwest,Toledo,801,337,42.072409488139826
Defiance,HIGHLAND TWP B,ABH,Northwest,Toledo,807,393,48.698884758364315
Defiance,MARK TWP,ABJ,Northwest,Toledo,586,240,40.955631399317404
Defiance,MILFORD TWP,ABK,Northwest,Toledo,683,256,37.48169838945827
Defiance,NOBLE TWP A,ABL,Northwest,Toledo,782,311,39.769820971867006
Defiance,NOBLE TWP B,ABM,Northwest,Toledo,918,435,47.38562091503268
Defiance,NORTH RICHLAND TWP,ABO,Northwest,Toledo,495,214,43.23232323232323
Defiance,SOUTH RICHLAND TWP,ABQ,Northwest,Toledo,432,202,46.75925925925926
Defiance,TIFFIN TWP,ABR,Northwest,Toledo,1100,464,42.18181818181818
Defiance,NEY VILLAGE,ABS,Northwest,Toledo,202,77,38.118811881188115
Defiance,WASHINGTON TWP,ABT,Northwest,Toledo,847,404,47.69775678866588
Delaware,PRECINCT COLUMBUS CITY A,AAA,Central,Columbus,1048,417,39.79007633587786
Delaware,PRECINCT DELAWARE CITY 1-A,AAB,Central,Columbus,1168,556,47.602739726027394
Delaware,PRECINCT DELAWARE CITY 1-B,AAC,Central,Columbus,1182,591,50
Delaware,PRECINCT DELAWARE CITY 1-C,AAD,Central,Columbus,1184,505,42.652027027027025
Delaware,PRECINCT DELAWARE CITY 1-D,AAE,Central,Columbus,753,339,45.0199203187251
Delaware,PRECINCT DELAWARE CITY 1-E,AAF,Central,Columbus,553,218,39.42133815551537
Delaware,PRECINCT DELAWARE CITY 1-F,AAG,Central,Columbus,1134,636,56.08465608465608
Delaware,PRECINCT DELAWARE CITY 1-G,AAH,Central,Columbus,860,433,50.348837209302324
Delaware,PRECINCT DELAWARE CITY 2-A,AAI,Central,Columbus,1111,516,46.44464446444645
Delaware,PRECINCT DELAWARE CITY 2-B,AAJ,Central,Columbus,859,443,51.571594877764845
Delaware,PRECINCT DELAWARE CITY 2-C,AAK,Central,Columbus,1083,397,36.657433056325026
Delaware,PRECINCT DELAWARE CITY 2-D,AAL,Central,Columbus,889,378,42.51968503937008
Delaware,PRECINCT DELAWARE CITY 4-H,AAM,Central,Columbus,930,98,10.53763440860215
Delaware,PRECINCT DELAWARE CITY 3-B,AAN,Central,Columbus,1073,319,29.72972972972973
Delaware,PRECINCT DELAWARE CITY 3-C,AAO,Central,Columbus,773,240,31.047865459249678
Delaware,PRECINCT DELAWARE CITY 3-D,AAP,Central,Columbus,662,430,64.95468277945619
Delaware,PRECINCT DELAWARE CITY 3-E,AAQ,Central,Columbus,1095,623,56.89497716894977
Delaware,PRECINCT DELAWARE CITY 4-A,AAR,Central,Columbus,841,507,60.28537455410226
Delaware,PRECINCT DELAWARE CITY 4-B,AAS,Central,Columbus,1031,504,48.884578079534435
Delaware,PRECINCT DELAWARE CITY 4-C,AAT,Central,Columbus,899,447,49.72191323692992
Delaware,PRECINCT DELAWARE CITY 4-D,AAU,Central,Columbus,656,192,29.26829268292683
Delaware,PRECINCT DELAWARE CITY 4-E,AAV,Central,Columbus,768,363,47.265625
Delaware,PRECINCT DELAWARE CITY 4-F,AAW,Central,Columbus,1311,505,38.52021357742181
Delaware,PRECINCT DUBLIN CITY A,AAY,Central,Columbus,733,396,54.02455661664393
Delaware,PRECINCT DUBLIN CITY B,AAZ,Central,Columbus,761,419,55.059132720105126
Delaware,PRECINCT DUBLIN CITY C,ABA,Central,Columbus,908,533,58.70044052863436
Delaware,PRECINCT DUBLIN CITY D,ABB,Central,Columbus,955,540,56.544502617801044
Delaware,PRECINCT WESTERVILLE CITY A,ABC,Central,Columbus,589,342,58.064516129032256
Delaware,PRECINCT WESTERVILLE CITY B,ABD,Central,Columbus,645,415,64.34108527131782
Delaware,PRECINCT WESTERVILLE CITY C,ABE,Central,Columbus,856,478,55.8411214953271
Delaware,PRECINCT WESTERVILLE CITY D,ABF,Central,Columbus,963,568,58.98234683281412
Delaware,PRECINCT WESTERVILLE CITY E,ABG,Central,Columbus,945,607,64.23280423280423
Delaware,PRECINCT GALENA,ABH,Central,Columbus,1116,610,54.659498207885306
Delaware,PRECINCT BERKSHIRE A,ABI,Central,Columbus,883,463,52.43488108720272
Delaware,PRECINCT BERKSHIRE B,ABJ,Central,Columbus,1077,521,48.37511606313835
Delaware,PRECINCT SUNBURY CITY A,ABK,Central,Columbus,1147,568,49.52048823016565
Delaware,PRECINCT SUNBURY CITY B,ABL,Central,Columbus,1317,623,47.30447987851177
Delaware,PRECINCT SUNBURY CITY C,ABM,Central,Columbus,654,315,48.1651376146789
Delaware,PRECINCT BERLIN A,ABN,Central,Columbus,1338,740,55.30642750373692
Delaware,PRECINCT BERLIN B,ABO,Central,Columbus,745,437,58.65771812080537
Delaware,PRECINCT BERLIN C,ABP,Central,Columbus,720,264,36.666666666666664
Delaware,PRECINCT BROWN,ABQ,Central,Columbus,1134,680,59.9647266313933
Delaware,PRECINCT CONCORD A,ABS,Central,Columbus,898,507,56.45879732739421
Delaware,PRECINCT CONCORD B,ABT,Central,Columbus,917,479,52.23555070883315
Delaware,PRECINCT CONCORD C,ABU,Central,Columbus,1235,713,57.73279352226721
Delaware,PRECINCT CONCORD D,ABV,Central,Columbus,428,233,54.4392523364486
Delaware,PRECINCT SHAWNEE HILLS,ABW,Central,Columbus,642,355,55.29595015576324
Delaware,PRECINCT DELAWARE A,ABX,Central,Columbus,591,276,46.7005076142132
Delaware,PRECINCT DELAWARE B,ABY,Central,Columbus,1149,627,54.56919060052219
Delaware,PRECINCT GENOA A,ABZ,Central,Columbus,806,493,61.16625310173697
Delaware,PRECINCT GENOA B,ACA,Central,Columbus,790,429,54.30379746835443
Delaware,PRECINCT GENOA C,ACB,Central,Columbus,1021,595,58.27619980411362
Delaware,PRECINCT GENOA D,ACC,Central,Columbus,1044,657,62.93103448275862
Delaware,PRECINCT GENOA E,ACD,Central,Columbus,755,413,54.70198675496689
Delaware,PRECINCT GENOA F,ACE,Central,Columbus,742,477,64.28571428571429
Delaware,PRECINCT GENOA G,ACF,Central,Columbus,929,534,57.481162540365986
Delaware,PRECINCT GENOA H,ACG,Central,Columbus,761,446,58.60709592641261
Delaware,PRECINCT HARLEM A,ACH,Central,Columbus,896,570,63.61607142857143
Delaware,PRECINCT HARLEM B,ACI,Central,Columbus,978,605,61.86094069529652
Delaware,PRECINCT HARLEM C,ACJ,Central,Columbus,901,548,60.821309655937846
Delaware,PRECINCT HARLEM D,ACK,Central,Columbus,617,264,42.78768233387358
Delaware,PRECINCT KINGSTON A,ACL,Central,Columbus,1101,614,55.76748410535876
Delaware,PRECINCT KINGSTON B,ACM,Central,Columbus,804,471,58.582089552238806
Delaware,PRECINCT LIBERTY A,ACN,Central,Columbus,1013,596,58.83514313919052
Delaware,PRECINCT LIBERTY B,ACO,Central,Columbus,882,471,53.40136054421769
Delaware,PRECINCT LIBERTY C,ACP,Central,Columbus,1095,576,52.602739726027394
Delaware,PRECINCT LIBERTY D,ACQ,Central,Columbus,1094,560,51.18829981718464
Delaware,PRECINCT LIBERTY E,ACR,Central,Columbus,825,430,52.121212121212125
Delaware,PRECINCT LIBERTY F,ACS,Central,Columbus,706,352,49.858356940509914
Delaware,PRECINCT LIBERTY G,ACT,Central,Columbus,1068,574,53.745318352059925
Delaware,PRECINCT LIBERTY H,ACU,Central,Columbus,1093,615,56.26715462031107
Delaware,PRECINCT POWELL CITY A,ACV,Central,Columbus,632,410,64.87341772151899
Delaware,PRECINCT POWELL CITY B,ACW,Central,Columbus,717,429,59.8326359832636
Delaware,PRECINCT POWELL CITY C,ACX,Central,Columbus,1103,659,59.74614687216682
Delaware,PRECINCT POWELL CITY D,ACY,Central,Columbus,787,486,61.753494282083864
Delaware,PRECINCT POWELL CITY E,ACZ,Central,Columbus,1104,619,56.06884057971015
Delaware,PRECINCT MARLBORO,ADA,Central,Columbus,229,148,64.62882096069869
Delaware,PRECINCT ORANGE A,ADB,Central,Columbus,1306,594,45.48238897396631
Delaware,PRECINCT ORANGE B,ADC,Central,Columbus,1061,647,60.98020735155514
Delaware,PRECINCT ORANGE C,ADD,Central,Columbus,883,456,51.642129105322766
Delaware,PRECINCT ORANGE D,ADE,Central,Columbus,767,399,52.020860495436764
Delaware,PRECINCT ORANGE E,ADF,Central,Columbus,932,524,56.223175965665234
Delaware,PRECINCT ORANGE F,ADG,Central,Columbus,1043,556,53.307766059443914
Delaware,PRECINCT ORANGE G,ADH,Central,Columbus,764,300,39.26701570680628
Delaware,PRECINCT ORANGE H,ADI,Central,Columbus,1209,595,49.214226633581475
Delaware,PRECINCT OXFORD,ADJ,Central,Columbus,673,353,52.451708766716195
Delaware,PRECINCT ASHLEY,ADK,Central,Columbus,686,292,42.565597667638485
Delaware,PRECINCT PORTER A,ADM,Central,Columbus,873,503,57.61741122565865
Delaware,PRECINCT PORTER B,ADN,Central,Columbus,866,550,63.51039260969977
Delaware,PRECINCT RADNOR,ADO,Central,Columbus,1274,767,60.204081632653065
Delaware,PRECINCT OSTRANDER,ADQ,Central,Columbus,861,476,55.28455284552845
Delaware,PRECINCT SCIOTO A,ADR,Central,Columbus,1139,616,54.08252853380158
Delaware,PRECINCT SCIOTO B,ADS,Central,Columbus,1014,591,58.28402366863905
Delaware,PRECINCT THOMPSON,ADT,Central,Columbus,516,274,53.10077519379845
Delaware,PRECINCT TRENTON A,ADU,Central,Columbus,796,444,55.778894472361806
Delaware,PRECINCT TRENTON B,ADV,Central,Columbus,1017,570,56.04719764011799
Delaware,PRECINCT TROY A,ADW,Central,Columbus,767,394,51.36897001303781
Delaware,PRECINCT TROY B,ADX,Central,Columbus,940,402,42.765957446808514
Delaware,PRECINCT ORANGE I,ADZ,Central,Columbus,934,526,56.316916488222695
Delaware,PRECINCT GENOA I,AEA,Central,Columbus,1171,687,58.66780529461998
Delaware,PRECINCT ORANGE J,AEB,Central,Columbus,1133,509,44.92497793468667
Delaware,PRECINCT COLUMBUS CITY B,AEC,Central,Columbus,1052,423,40.20912547528517
Delaware,PRECINCT WESTERVILLE CITY F,AED,Central,Columbus,690,417,60.43478260869565
Delaware,PRECINCT GENOA J,AEE,Central,Columbus,1050,616,58.666666666666664
Delaware,PRECINCT GENOA K,AEF,Central,Columbus,1163,654,56.23387790197764
Delaware,PRECINCT LIBERTY I,AEG,Central,Columbus,1028,501,48.735408560311285
Delaware,PRECINCT COLUMBUS CITY C,AEH,Central,Columbus,1097,361,32.90793072014585
Delaware,PRECINCT GENOA L,AEI,Central,Columbus,1265,689,54.466403162055336
Delaware,PRECINCT GENOA M,AEJ,Central,Columbus,1250,727,58.16
Delaware,PRECINCT POWELL CITY F,AEK,Central,Columbus,1163,641,55.11607910576096
Delaware,PRECINCT POWELL CITY G,AEL,Central,Columbus,653,330,50.535987748851454
Delaware,PRECINCT ORANGE K,AEM,Central,Columbus,806,444,55.08684863523573
Delaware,PRECINCT BERLIN D,AEN,Central,Columbus,1146,622,54.275741710296685
Delaware,PRECINCT CONCORD E,AEO,Central,Columbus,682,363,53.225806451612904
Delaware,PRECINCT LIBERTY J,AEP,Central,Columbus,755,422,55.89403973509934
Delaware,PRECINCT LIBERTY K,AEQ,Central,Columbus,994,492,49.496981891348085
Delaware,PRECINCT ORANGE L,AER,Central,Columbus,886,424,47.855530474040634
Delaware,PRECINCT DELAWARE CITY 2-E,AES,Central,Columbus,513,147,28.65497076023392
Delaware,PRECINCT DELAWARE CITY 2-F,AET,Central,Columbus,817,436,53.365973072215425
Delaware,PRECINCT GENOA N,AEU,Central,Columbus,1128,677,60.0177304964539
Delaware,PRECINCT COLUMBUS CITY D,AEV,Central,Columbus,1080,328,30.37037037037037
Delaware,PRECINCT CONCORD F,AEW,Central,Columbus,876,419,47.8310502283105
Delaware,PRECINCT GENOA O,AEX,Central,Columbus,984,622,63.21138211382114
Delaware,PRECINCT POWELL CITY H,AEY,Central,Columbus,1161,579,49.87080103359173
Delaware,PRECINCT ORANGE M,AEZ,Central,Columbus,691,394,57.01881331403763
Delaware,PRECINCT ORANGE N,AFA,Central,Columbus,1167,630,53.98457583547558
Delaware,PRECINCT DELAWARE CITY 2-G,AFB,Central,Columbus,1297,642,49.498843484965306
Delaware,PRECINCT BERLIN E,AFC,Central,Columbus,1015,539,53.10344827586207
Delaware,PRECINCT DELAWARE CITY 3-F,AFE,Central,Columbus,1334,573,42.95352323838081
Delaware,PRECINCT GENOA P,AFF,Central,Columbus,949,524,55.21601685985247
Delaware,PRECINCT CONCORD G,AFH,Central,Columbus,1117,591,52.909579230080574
Delaware,PRECINCT SUNBURY CITY D,AFI,Central,Columbus,695,300,43.16546762589928
Delaware,PRECINCT WESTERVILLE CITY G,AFJ,Central,Columbus,1007,532,52.83018867924528
Delaware,PRECINCT GENOA Q,AFK,Central,Columbus,1123,629,56.0106856634016
Delaware,PRECINCT LIBERTY L,AFL,Central,Columbus,1248,678,54.32692307692308
Delaware,PRECINCT ORANGE O,AFM,Central,Columbus,1097,581,52.96262534184139
Delaware,PRECINCT COLUMBUS CITY E,AFN,Central,Columbus,981,356,36.289500509684
Delaware,PRECINCT CONCORD H,AFO,Central,Columbus,1001,492,49.15084915084915
Delaware,PRECINCT GENOA R,AFQ,Central,Columbus,614,356,57.98045602605863
Delaware,PRECINCT ORANGE P,AFR,Central,Columbus,1101,594,53.950953678474114
Delaware,PRECINCT ORANGE Q,AFS,Central,Columbus,1099,500,45.49590536851683
Delaware,PRECINCT POWELL CITY I,AFT,Central,Columbus,989,516,52.17391304347826
Delaware,PRECINCT POWELL CITY J,AFU,Central,Columbus,1265,636,50.276679841897234
Delaware,PRECINCT GENOA S,AFV,Central,Columbus,717,411,57.32217573221757
Delaware,PRECINCT COLUMBUS CITY F,AFW,Central,Columbus,1156,451,39.01384083044983
Delaware,PRECINCT CONCORD I,AFX,Central,Columbus,1027,593,57.74099318403116
Delaware,PRECINCT DELAWARE CITY 3-G,AFY,Central,Columbus,1027,470,45.76436222005842
Delaware,PRECINCT LIBERTY M,AFZ,Central,Columbus,522,250,47.89272030651341
Delaware,PRECINCT ORANGE R,AGA,Central,Columbus,1323,709,53.59032501889645
Delaware,PRECINCT ORANGE S,AGB,Central,Columbus,1083,585,54.016620498614955
Delaware,PRECINCT WESTERVILLE CITY H,AGC,Central,Columbus,762,447,58.661417322834644
Delaware,PRECINCT BERKSHIRE C,AGD,Central,Columbus,654,384,58.71559633027523
Delaware,PRECINCT COLUMBUS CITY G,AGE,Central,Columbus,1066,316,29.643527204502814
Delaware,PRECINCT BERKSHIRE D,AGF,Central,Columbus,935,565,60.42780748663102
Delaware,PRECINCT BERKSHIRE E,AGG,Central,Columbus,277,174,62.81588447653429
Delaware,PRECINCT GENOA T,AGH,Central,Columbus,1103,642,58.204895738893924
Delaware,PRECINCT DELAWARE CITY 4-G,AGI,Central,Columbus,962,348,36.17463617463618
Delaware,PRECINCT ORANGE T,AGJ,Central,Columbus,1103,556,50.40797824116047
Delaware,PRECINCT LIBERTY N,AGK,Central,Columbus,846,368,43.498817966903076
Delaware,PRECINCT BERLIN F,AGL,Central,Columbus,1090,552,50.642201834862384
Delaware,PRECINCT CONCORD J,AGM,Central,Columbus,937,445,47.49199573105656
Delaware,PRECINCT DELAWARE CITY 3-A,AGN,Central,Columbus,964,402,41.70124481327801
Delaware,PRECINCT ORANGE U,AGO,Central,Columbus,573,190,33.1588132635253
